,PrimaryColor,BreedCategory,IntakeStatus,PetAgeCategory,Sex,TopBreed,BinaryOutcome
36869,0,0,0,3,1,15,0
36872,0,0,2,2,0,17,0
36873,3,1,1,3,0,11,1
36876,0,1,1,0,1,18,0
36877,1,1,1,1,1,3,0
36878,0,1,1,3,0,15,0
36880,3,1,4,0,1,6,0
36902,10,0,0,2,1,17,0
36905,10,0,0,0,0,17,0
36908,11,0,1,1,0,15,1
36911,0,0,1,3,1,17,0
36920,3,2,1,3,1,10,0
36921,0,2,3,3,1,15,0
36923,0,0,1,0,0,5,0
36925,0,0,1,1,1,15,0
36928,0,0,1,3,0,15,0
36931,5,2,2,2,0,25,0
36934,0,0,1,1,1,17,1
36935,0,0,1,0,0,2,0
36956,0,1,2,2,0,15,0
36960,3,1,1,1,1,18,0
36961,0,0,2,2,1,4,0
36963,0,0,3,0,1,12,0
36969,9,1,1,3,1,4,0
36970,0,0,4,0,0,17,0
36971,3,1,2,2,1,7,0
37011,0,1,1,3,1,18,0
37012,9,2,1,1,1,7,0
37014,0,1,1,3,1,15,0
37015,11,0,1,3,0,15,0
37022,7,2,1,3,0,7,0
37025,0,1,1,1,0,22,1
37026,3,1,1,0,0,15,0
37027,0,2,1,3,1,11,0
37032,0,2,1,0,0,15,0
37044,2,1,1,3,1,18,0
37045,3,2,4,3,1,26,0
37048,7,0,1,1,0,10,1
37051,7,0,1,1,1,12,0
37054,0,0,1,1,1,18,0
37058,3,0,1,1,1,17,0
37063,0,1,2,2,0,24,0
37065,7,0,4,2,0,8,0
37072,3,0,4,1,0,12,1
37073,11,1,1,1,0,12,1
37074,0,2,0,3,1,17,0
37075,1,1,0,0,0,23,0
37076,2,2,2,2,1,6,0
37077,3,1,4,0,1,15,1
37078,0,1,1,1,1,25,1
37083,3,0,1,3,1,14,0
37084,3,1,0,0,1,17,0
37085,0,1,1,3,0,16,0
37089,0,0,1,3,1,17,1
37092,9,1,1,3,0,10,1
37094,3,0,1,0,1,15,0
37096,10,1,1,3,1,17,0
37098,1,1,1,3,1,18,0
37101,4,1,1,2,1,4,0
37105,0,1,1,3,1,17,1
37106,0,0,2,0,0,24,0
37108,2,2,4,2,1,1,0
37109,7,1,4,0,0,18,0
37111,0,0,0,2,1,4,0
37112,0,1,0,0,1,22,0
37115,3,0,1,1,1,12,1
37147,5,0,2,2,0,8,0
37149,0,0,1,0,0,17,1
37153,0,0,1,1,0,18,0
37169,9,1,1,3,1,4,1
37204,9,2,4,2,0,17,0
37217,6,2,1,1,0,12,1
37219,0,1,1,2,1,4,0
37220,10,0,1,1,0,17,1
37222,0,1,0,0,1,17,0
37223,9,1,1,1,1,4,1
37224,0,0,1,1,0,17,0
37226,0,2,1,3,0,17,0
37227,0,0,1,3,1,17,1
37229,10,1,1,0,1,17,0
37244,0,2,1,1,1,22,0
37248,3,0,4,1,0,15,0
37252,0,1,1,0,1,12,1
37255,3,1,1,3,1,24,0
37257,7,1,1,2,1,8,0
37262,3,0,1,3,1,6,0
37263,7,1,4,1,1,18,0
37281,0,0,1,3,0,12,0
37303,7,1,2,2,1,15,0
37311,3,0,1,0,0,12,1
37321,3,0,2,3,1,18,0
37323,3,2,1,0,1,21,1
37326,0,2,1,3,1,15,0
37328,0,1,1,1,0,22,1
37336,5,0,1,1,0,8,0
37338,7,1,1,3,1,18,0
37355,3,1,1,0,1,18,0
37358,0,2,1,3,0,18,0
37360,9,0,1,3,1,4,1
37362,3,0,1,2,1,10,1
37366,7,0,1,1,0,17,0
37367,3,2,1,3,1,12,1
37369,0,1,2,2,1,22,0
37370,0,1,0,0,0,17,0
37373,0,0,0,0,1,5,0
37376,3,2,1,3,0,17,1
37377,1,1,1,0,0,18,0
37379,9,0,1,1,0,12,0
37380,0,1,2,2,1,9,0
37381,11,2,1,3,0,10,0
37382,7,1,4,2,0,6,0
37390,6,2,1,1,0,12,1
37393,10,1,4,0,1,17,0
37395,10,1,2,0,1,17,0
37397,10,1,0,3,0,18,0
37401,3,0,1,3,1,18,0
37404,10,0,4,1,1,18,0
37405,7,2,2,2,0,15,0
37451,7,0,1,0,1,26,0
37452,10,1,0,0,1,17,0
37454,10,1,1,0,1,17,0
37460,0,2,1,0,1,21,0
37462,0,0,1,3,0,22,0
37464,3,1,1,0,1,16,0
37472,10,1,1,3,1,20,0
37473,5,1,1,0,1,8,0
37475,11,2,1,0,1,15,0
37476,11,1,1,3,0,25,1
37480,7,0,4,3,1,10,0
37481,7,2,1,3,1,21,0
37483,0,0,1,3,0,11,1
37489,3,0,4,2,0,12,0
37490,7,0,1,3,0,15,0
37492,0,0,1,3,1,15,0
37502,1,1,4,3,1,18,0
37513,0,1,4,2,0,22,0
37516,7,1,1,2,0,18,0
37520,0,0,1,3,1,15,0
37526,10,1,0,0,1,18,0
37527,1,1,0,3,0,18,0
37530,9,0,2,2,0,17,0
37533,3,0,4,1,1,4,0
37534,10,1,1,1,1,18,0
37536,10,1,2,2,0,20,0
37537,11,2,1,3,1,4,0
37540,0,0,0,3,0,15,1
37542,1,1,1,0,1,18,1
37546,0,1,1,3,1,5,1
37547,0,0,1,3,0,15,0
37550,10,1,2,2,1,17,0
37552,3,2,0,2,1,12,0
37555,3,1,2,2,1,18,0
37580,0,1,1,0,1,22,0
37582,0,1,1,3,1,22,0
37583,11,2,1,0,0,17,0
37587,7,1,4,3,0,7,0
37588,0,1,1,0,1,16,0
37590,0,1,1,3,0,11,1
37614,0,0,0,3,1,15,0
37618,10,1,1,2,0,17,1
37621,0,1,1,3,0,12,0
37622,0,1,1,3,0,22,1
37628,0,0,1,1,0,22,0
37644,0,0,4,1,1,15,0
37660,7,0,1,3,1,10,1
37671,0,0,1,1,0,15,0
37674,10,1,2,2,1,4,0
37675,0,0,1,0,1,17,1
37681,0,0,1,1,0,12,0
37687,9,1,2,2,0,4,1
37688,10,1,2,0,0,18,0
37693,3,2,1,1,1,17,1
37695,0,2,1,1,0,18,0
37696,0,1,1,3,1,4,0
37698,10,1,1,0,0,17,0
37701,0,1,1,3,0,5,1
37710,10,0,2,2,0,4,0
37714,0,0,0,3,0,23,0
37721,0,1,1,1,1,15,0
37723,0,1,0,0,0,17,0
37725,5,1,1,0,1,11,0
37728,3,2,4,2,0,22,0
37729,0,1,4,3,1,12,0
37731,0,0,1,3,1,17,1
37733,0,1,1,0,0,20,0
37734,3,2,1,0,1,12,0
37739,7,2,1,3,1,12,0
37763,0,0,1,0,1,2,0
37764,10,1,4,2,0,17,0
37766,7,0,4,3,0,12,0
37770,10,1,4,0,0,6,0
37784,9,2,1,3,0,17,0
37790,0,2,1,3,0,15,0
37850,0,2,1,3,0,3,1
37856,0,0,0,3,1,15,0
37862,7,1,1,2,1,13,0
37866,10,0,1,3,0,17,1
37867,3,0,1,3,0,12,0
37868,9,1,0,3,1,17,0
37870,7,1,1,0,1,8,0
37895,0,0,0,0,0,15,0
37896,9,2,1,3,1,10,1
37899,0,0,1,3,0,15,0
37904,2,2,1,0,0,2,0
37906,0,1,4,2,0,17,0
37909,3,0,0,0,1,18,0
37910,10,1,2,2,0,20,0
37911,0,0,1,0,0,8,0
37912,0,0,1,3,1,17,0
37913,1,1,2,0,0,17,0
37914,0,1,1,0,1,12,1
37915,9,1,1,0,1,17,1
37916,3,1,2,0,0,24,0
37917,3,1,0,3,1,4,0
37928,0,0,1,3,1,7,0
37930,10,2,0,0,1,24,0
37932,3,1,0,3,1,12,0
37933,0,0,0,2,0,18,0
37934,0,2,4,1,0,15,0
37935,0,0,4,2,0,15,0
37936,7,1,1,2,1,10,0
37940,0,0,1,0,0,15,0
37961,3,1,1,0,0,15,0
37996,0,0,1,1,1,9,0
38002,0,0,4,0,1,12,0
38003,0,0,0,0,0,18,0
38013,3,1,1,3,1,7,0
38015,10,1,2,2,0,20,0
38016,0,0,0,0,1,8,0
38017,2,1,1,3,1,18,0
38018,0,1,1,3,1,15,0
38039,3,0,2,2,0,15,0
38040,0,2,2,2,0,22,0
38041,7,1,2,2,1,9,0
38042,10,1,1,0,1,18,0
38043,3,1,1,3,1,18,0
38045,10,1,1,1,1,4,1
38046,7,1,1,2,1,9,0
38054,2,2,1,3,1,18,0
38057,3,2,0,3,1,13,0
38060,0,0,1,0,0,8,0
38065,0,1,1,0,1,17,1
38069,0,0,1,3,1,16,1
38071,7,0,1,1,1,17,1
38072,1,1,1,0,0,17,0
38073,0,1,4,2,1,16,0
38074,7,2,1,0,0,12,0
38090,0,1,1,0,0,15,0
38133,2,1,1,1,1,18,0
38140,10,1,1,3,0,25,1
38153,2,1,1,1,0,17,1
38179,11,1,1,3,0,18,0
38188,3,1,4,3,1,18,0
38197,7,2,1,1,0,12,0
38201,0,1,1,2,1,7,0
38202,1,1,4,3,1,18,0
38229,0,2,0,0,0,8,0
38230,3,1,1,1,0,18,0
38231,3,0,0,1,1,12,0
38232,0,1,1,3,0,15,0
38233,7,1,0,0,1,17,0
38234,0,1,1,1,1,17,0
38236,3,0,4,3,0,18,0
38239,2,1,2,0,0,18,0
38243,7,1,1,3,1,18,0
38245,3,1,1,3,1,18,0
38246,11,0,4,2,0,15,0
38248,0,1,1,3,0,19,1
38251,3,1,1,1,1,18,0
38252,7,1,2,0,1,18,0
38253,3,2,1,3,0,12,0
38256,7,2,1,3,0,6,0
38258,10,0,1,0,1,5,0
38262,3,0,1,2,0,18,0
38263,5,1,1,3,1,18,0
38264,11,1,1,0,1,17,0
38265,3,1,2,2,1,6,0
38267,3,1,1,1,1,18,0
38270,3,2,1,3,1,25,0
38271,3,1,1,3,1,18,0
38272,2,1,0,0,1,18,0
38273,7,1,1,0,0,26,0
38274,2,0,1,3,0,18,0
38276,1,0,1,3,0,17,1
38277,9,1,1,0,1,17,0
38298,0,1,1,2,0,17,0
38300,10,1,4,3,0,18,0
38306,2,1,0,0,1,18,0
38310,7,1,1,3,0,18,0
38313,0,1,1,3,1,8,0
38314,0,1,1,3,1,8,0
38318,10,1,2,0,0,17,0
38328,3,1,1,0,1,17,0
38329,9,0,4,0,0,5,0
38332,1,0,1,3,0,18,0
38337,0,2,4,2,1,17,0
38358,10,2,1,3,0,15,0
38376,10,1,2,2,1,17,0
38377,7,0,1,1,0,15,1
38380,3,2,3,0,0,7,0
38382,7,0,1,3,1,12,0
38384,2,1,1,0,0,18,0
38385,10,1,1,1,1,18,1
38393,3,0,2,2,1,8,0
38411,0,2,1,3,0,5,0
38412,3,1,1,3,0,4,0
38413,0,0,1,1,1,22,0
38415,10,1,1,0,1,14,0
38420,0,2,4,1,0,20,0
38423,7,0,1,3,1,17,1
38424,7,1,1,0,0,4,0
38427,0,0,1,0,0,15,0
38429,0,1,1,3,0,22,0
38449,9,1,2,2,0,4,0
38451,0,0,1,3,0,5,0
38459,7,2,1,1,1,6,1
38460,6,1,2,2,1,17,0
38461,0,1,1,0,1,22,0
38463,3,0,1,0,0,12,0
38464,1,1,1,3,0,18,0
38465,7,2,2,2,1,8,0
38468,10,1,2,2,1,17,0
38470,3,0,1,1,0,10,0
38472,0,2,1,0,0,10,0
38474,7,0,1,1,1,12,0
38477,3,1,1,0,1,20,0
38478,9,1,1,0,1,17,0
38522,7,1,0,3,1,18,0
38534,3,1,2,3,1,7,0
38536,3,0,2,2,1,12,0
38539,3,0,1,0,1,17,1
38540,0,0,1,1,1,12,0
38545,0,1,2,2,1,17,0
38551,10,1,0,3,1,18,0
38552,10,1,1,3,1,17,1
38591,5,0,1,0,1,4,1
38596,7,2,1,3,0,17,0
38597,3,0,1,1,0,12,1
38598,0,1,1,3,1,15,0
38602,7,1,4,0,1,17,0
38603,3,0,2,2,1,4,0
38607,7,1,4,3,1,18,0
38629,0,2,1,1,0,4,0
38688,10,0,1,1,1,17,0
38691,0,0,0,3,1,15,0
38693,7,0,1,0,1,24,0
38694,3,0,0,3,1,4,0
38696,9,1,1,3,0,4,0
38697,4,1,4,2,1,11,0
38698,3,1,2,2,0,7,0
38699,3,1,1,3,1,4,0
38702,3,0,1,3,1,12,0
38711,0,1,1,0,1,15,1
38715,6,1,1,3,1,12,0
38719,0,1,1,0,1,22,1
38727,0,0,1,3,1,15,0
38730,3,0,1,3,1,15,0
38733,10,1,4,3,1,17,1
38738,1,1,1,3,1,17,0
38742,10,0,2,2,0,12,0
38745,10,1,1,3,0,24,1
38749,3,1,2,2,0,15,0
38754,3,1,1,3,1,6,0
38758,0,1,1,2,0,17,1
38764,1,1,4,2,0,23,0
38772,2,1,0,0,1,17,0
38796,3,0,1,3,0,8,0
38801,1,1,1,0,1,23,1
38805,0,1,0,3,0,17,0
38808,7,2,1,1,1,18,0
38809,7,0,1,3,1,26,0
38814,5,2,1,2,1,19,0
38822,10,1,2,2,1,17,0
38832,2,1,1,3,1,18,0
38834,0,1,2,2,0,14,0
38836,3,2,1,3,0,18,0
38837,7,0,1,3,1,17,0
38839,0,0,1,3,1,15,1
38842,0,0,1,1,1,4,1
38844,11,1,1,0,0,15,0
38846,7,0,1,1,0,15,0
38847,0,0,1,1,1,15,1
38850,7,0,1,3,1,15,0
38865,3,2,1,3,1,6,0
38866,0,0,1,0,0,15,0
38889,10,1,1,0,0,6,0
38890,0,1,1,1,0,8,0
38894,10,1,1,0,1,18,0
38899,10,1,1,2,1,17,1
38903,0,1,0,0,0,18,0
38904,3,0,1,1,0,8,1
38907,0,1,1,0,0,17,0
38908,3,1,1,0,0,17,0
38910,3,1,1,0,1,7,1
38912,0,1,1,0,1,18,0
38917,3,2,1,1,0,17,1
38919,5,1,2,2,1,11,0
38943,0,2,0,0,1,15,0
38952,0,0,1,3,1,6,0
38997,7,1,4,1,1,18,0
38999,0,0,1,0,1,9,0
39000,2,1,4,2,0,18,0
39002,10,1,4,3,0,20,0
39005,7,1,1,2,1,26,0
39006,9,1,1,0,0,4,0
39007,10,2,1,3,0,25,0
39016,2,1,1,0,0,18,0
39019,0,1,1,3,1,18,0
39020,3,2,1,3,1,15,0
39021,7,1,1,0,0,18,0
39022,5,1,0,3,1,19,0
39027,7,1,1,2,1,12,0
39038,7,0,1,2,1,12,0
39051,5,2,1,0,0,11,0
39055,3,0,1,0,0,15,0
39056,0,0,1,0,1,12,0
39057,7,0,1,3,1,18,0
39058,10,1,2,0,0,24,0
39059,0,0,0,3,0,15,0
39060,10,1,1,3,1,15,1
39063,2,2,1,1,0,17,0
39065,5,0,2,2,0,17,0
39066,0,1,0,2,1,22,0
39067,0,1,1,0,0,18,0
39068,0,0,1,1,1,17,1
39079,0,0,4,1,1,18,1
39106,0,2,2,2,1,17,0
39113,10,0,1,3,0,6,0
39115,3,0,4,0,1,12,0
39116,9,1,1,3,0,4,0
39138,0,1,4,0,1,22,1
39160,0,0,1,3,1,8,0
39162,7,0,1,1,0,18,0
39164,0,1,4,1,0,7,0
39165,0,0,1,1,0,15,1
39166,2,0,1,1,0,12,0
39167,0,1,1,3,1,15,0
39168,0,0,1,3,0,18,0
39175,7,1,2,2,1,17,0
39198,3,0,1,0,0,17,1
39203,7,1,1,0,0,18,0
39205,3,1,1,3,0,18,0
39230,3,0,1,0,1,15,0
39240,10,0,1,1,1,17,0
39241,0,1,2,3,1,18,0
39250,0,0,1,3,0,5,0
39254,3,0,4,2,1,8,0
39263,0,1,1,0,1,18,0
39290,7,1,1,3,0,18,0
39293,3,2,1,3,1,8,1
39294,3,1,1,2,0,19,0
39297,3,1,1,0,1,14,0
39301,10,1,1,0,0,24,0
39306,0,0,2,2,1,15,0
39309,10,0,1,3,0,17,1
39313,9,1,1,3,1,4,0
39317,7,1,2,2,1,6,0
39328,10,2,1,0,0,17,0
39333,0,0,1,0,1,3,1
39335,5,1,1,3,0,4,1
39337,5,1,2,2,1,8,0
39338,7,0,1,1,0,15,0
39340,0,2,0,0,1,18,0
39341,3,1,1,0,1,11,1
39379,7,1,1,3,0,18,0
39384,0,1,1,3,0,8,0
39385,0,1,1,1,0,12,1
39395,0,2,0,3,0,15,0
39396,0,2,1,3,0,17,1
39399,3,0,1,1,1,8,0
39408,4,2,1,3,1,2,1
39412,0,1,4,0,1,17,0
39417,3,0,1,0,0,17,1
39420,3,0,3,1,1,12,0
39424,9,0,1,1,1,12,1
39425,10,1,0,3,1,18,0
39427,10,2,1,3,0,17,0
39428,0,2,0,3,1,4,0
39431,0,1,3,0,0,4,0
39457,7,1,4,2,0,21,0
39458,10,1,1,0,0,12,0
39460,0,1,1,0,1,22,0
39461,3,1,4,2,0,7,0
39462,0,2,2,2,0,17,0
39466,0,1,4,0,0,22,0
39467,0,2,1,0,1,17,0
39472,3,1,0,3,1,15,0
39480,3,0,1,3,0,12,0
39506,2,0,1,3,0,18,0
39507,9,1,1,1,1,4,0
39508,3,2,1,3,1,18,0
39510,0,1,0,3,1,17,0
39512,0,1,1,3,1,18,0
39513,1,1,4,0,0,17,0
39517,1,0,2,2,0,23,0
39518,0,1,1,3,0,7,0
39519,0,0,1,3,1,12,0
39520,10,2,1,3,1,14,1
39528,2,1,1,1,1,18,0
39532,3,1,1,3,1,7,1
39539,7,2,0,1,1,8,0
39561,9,0,1,1,1,12,0
39563,0,2,1,3,0,17,0
39564,10,0,1,3,0,18,0
39567,0,0,1,1,1,15,1
39570,1,1,4,1,1,18,0
39572,10,2,0,1,1,18,0
39575,7,2,1,0,0,12,0
39577,0,1,2,2,0,15,0
39579,0,1,1,0,0,15,1
39580,0,0,1,0,0,17,1
39583,7,0,1,3,0,10,0
39585,10,0,1,0,0,17,0
39587,10,0,2,3,1,6,0
39588,10,1,2,2,1,4,0
39589,7,1,1,2,0,1,0
39590,3,1,1,2,1,9,0
39591,7,0,1,2,0,10,0
39595,0,0,1,2,1,12,0
39619,7,0,4,3,1,18,0
39621,7,2,1,3,1,17,0
39623,3,0,1,2,0,12,0
39624,10,0,1,3,1,17,0
39627,5,0,1,0,1,17,1
39631,10,1,0,3,0,18,0
39632,10,1,1,1,1,15,1
39634,10,0,1,1,0,12,0
39638,2,2,1,0,1,18,0
39641,2,2,1,1,0,17,1
39642,2,2,0,3,1,18,0
39644,0,0,1,3,1,8,1
39646,5,1,1,3,1,5,0
39647,2,1,1,0,0,18,0
39650,0,1,1,1,0,15,0
39692,0,2,1,3,0,15,1
39741,3,1,0,3,1,17,0
39744,10,2,1,1,0,15,1
39746,5,1,2,2,0,11,0
39747,0,2,4,2,0,22,0
39749,5,1,1,1,0,6,1
39750,3,1,1,0,1,24,0
39753,0,0,1,0,1,5,0
39758,10,1,2,2,1,17,0
39760,3,1,1,3,0,18,0
39761,7,1,2,2,1,9,0
39770,10,0,1,1,1,7,1
39781,0,2,1,1,1,11,0
39786,7,0,1,0,1,18,0
39789,0,0,1,1,1,15,1
39791,1,1,1,2,1,23,0
39802,0,2,1,0,0,17,0
39803,0,2,1,0,1,22,0
39805,7,0,0,0,1,12,0
39807,0,1,0,0,0,5,0
39808,7,1,1,0,0,18,0
39813,0,0,1,3,0,5,0
39840,0,0,1,0,0,15,0
39842,0,0,1,1,1,15,1
39850,10,1,2,2,1,24,0
39852,0,1,4,0,0,17,0
39857,0,1,1,1,0,15,0
39858,0,0,0,0,0,15,0
39859,3,0,1,3,0,12,1
39861,11,1,2,2,1,15,0
39862,2,0,1,1,1,18,0
39864,0,0,1,1,1,12,1
39878,1,1,1,0,1,26,1
39901,3,1,1,3,0,7,1
39931,10,2,0,0,1,17,0
39934,3,2,0,0,0,19,0
39938,0,0,1,0,0,4,0
39950,7,1,1,0,1,15,0
39963,3,1,4,2,0,11,0
39964,7,0,1,1,1,15,0
39972,3,1,0,0,0,13,0
39973,3,0,0,0,1,18,0
39978,10,1,1,3,1,7,0
40009,10,1,1,0,1,2,1
40013,10,0,4,2,0,7,0
40021,2,1,1,1,1,18,0
40027,7,2,1,3,1,3,1
40031,9,0,1,3,0,2,0
40036,0,1,2,2,0,15,0
40039,3,2,1,1,1,15,0
40044,0,1,4,0,1,24,0
40048,0,1,1,3,1,22,0
40051,0,1,1,0,1,7,0
40052,3,1,1,0,1,18,0
40054,0,2,1,3,0,7,1
40076,0,1,4,2,0,12,0
40079,3,1,1,0,1,18,1
40083,0,0,1,3,1,4,0
40087,3,0,1,0,0,8,0
40090,0,0,1,3,0,15,1
40092,10,0,1,0,0,17,0
40112,3,0,0,3,1,8,0
40113,9,2,1,0,1,10,1
40114,0,2,1,3,0,9,1
40118,0,1,1,0,1,18,0
40120,1,1,1,3,1,18,0
40124,1,1,4,2,0,20,0
40126,0,1,1,0,0,22,0
40128,7,1,1,3,1,6,0
40180,0,0,1,0,0,15,0
40188,0,1,1,3,0,8,0
40190,11,0,1,1,1,12,0
40198,0,1,1,0,0,25,0
40199,0,2,4,1,0,15,0
40200,3,1,1,2,0,15,1
40203,7,0,0,0,1,18,0
40219,0,1,1,0,1,16,1
40226,5,0,1,3,1,17,0
40229,7,1,4,0,1,18,0
40241,9,1,1,3,0,4,0
40259,7,1,0,0,0,15,0
40284,2,2,0,0,1,18,0
40299,7,1,1,1,0,17,1
40300,0,0,1,3,1,23,1
40306,10,0,1,3,0,3,0
40322,7,2,1,3,1,4,0
40323,0,1,2,2,0,12,0
40329,1,1,4,3,1,18,0
40331,3,1,1,0,0,1,0
40338,7,2,1,3,1,16,1
40345,0,1,4,0,0,15,0
40357,3,0,2,2,0,12,0
40358,3,1,1,2,0,17,0
40362,11,0,1,0,0,12,0
40363,0,0,1,3,0,15,0
40368,3,1,1,0,1,18,0
40370,3,1,1,3,1,18,0
40377,7,1,2,2,1,9,0
40378,0,0,2,3,0,22,0
40381,2,0,3,0,0,18,0
40382,3,0,0,1,0,8,0
40394,0,0,1,3,1,17,0
40398,0,2,0,1,0,17,1
40405,9,1,1,3,1,4,0
40417,3,1,0,2,1,8,0
40449,3,0,1,1,0,15,0
40450,3,0,1,3,1,15,1
40455,10,1,1,3,1,17,1
40459,0,0,2,2,1,18,0
40461,0,1,1,3,1,15,0
40462,3,0,1,3,0,6,0
40463,0,2,1,3,1,17,0
40465,0,0,1,3,1,9,1
40474,7,2,0,3,0,10,0
40485,11,1,0,0,1,15,0
40486,0,0,1,3,0,15,1
40490,3,1,1,3,0,18,0
40493,3,1,1,0,0,6,1
40495,11,1,1,3,0,15,1
40496,6,2,4,2,0,12,0
40498,0,1,4,0,0,7,1
40501,0,0,1,1,1,15,0
40502,0,0,0,3,1,17,0
40503,3,0,0,3,0,12,0
40505,10,1,0,0,1,18,0
40506,5,2,1,0,0,8,0
40509,3,1,1,3,0,18,1
40510,0,1,2,2,1,24,0
40511,7,0,0,3,1,17,0
40529,10,1,1,0,1,7,1
40530,3,2,1,3,1,12,0
40582,3,0,1,1,0,15,0
40600,0,1,1,2,1,17,0
40640,0,1,1,2,1,19,0
40654,3,0,1,1,1,12,1
40659,9,1,4,0,1,17,0
40663,3,1,2,0,0,18,0
40666,7,0,0,0,0,18,0
40669,9,1,2,2,0,17,0
40670,5,1,1,3,0,17,1
40674,0,0,4,2,0,18,0
40682,0,1,4,0,1,6,0
40683,2,0,1,3,0,18,0
40689,5,1,1,3,0,18,0
40692,3,0,2,2,1,8,0
40693,10,0,4,3,1,6,0
40700,5,1,1,0,0,18,0
40704,2,1,1,3,1,18,0
40706,10,1,1,3,1,18,0
40710,10,1,1,3,1,18,0
40719,3,1,2,3,1,18,0
40743,3,1,1,1,1,7,1
40748,7,0,1,0,1,17,0
40750,7,1,1,3,0,18,0
40753,3,0,1,0,0,7,0
40754,4,0,1,3,0,3,1
40756,3,2,0,3,1,12,0
40757,0,1,2,2,0,9,0
40768,3,0,1,1,1,8,1
40782,0,0,1,1,0,18,1
40787,3,2,1,3,1,12,0
40796,5,2,1,3,0,9,1
40798,1,1,2,2,1,23,0
40802,0,0,1,3,1,8,0
40803,10,1,1,3,0,25,0
40807,3,1,1,3,1,18,0
40808,7,2,2,2,1,10,0
40810,2,1,1,0,0,18,0
40812,0,2,0,0,1,15,0
40818,0,0,2,2,0,25,0
40820,10,2,1,3,0,7,1
40821,9,1,1,0,0,17,0
40827,3,1,0,0,0,18,0
40832,5,1,2,2,1,8,0
40835,0,1,1,0,0,22,0
40839,0,2,1,1,0,15,0
40841,2,0,1,3,1,6,1
40845,10,1,1,3,0,18,0
40846,3,1,1,3,0,15,0
40850,0,2,0,0,1,13,0
40871,0,1,1,3,1,17,0
40872,10,0,1,1,1,12,1
40875,0,0,1,3,0,15,0
40877,1,1,4,2,1,3,0
40878,0,1,1,0,1,1,0
40882,3,0,1,2,0,12,0
40884,3,1,1,3,1,18,0
40887,10,1,1,2,1,17,0
40888,0,2,1,3,0,23,1
40929,0,1,1,0,0,22,0
40935,10,1,0,2,1,17,0
40938,7,0,1,1,1,12,0
40940,7,1,1,0,0,18,0
40945,0,0,2,0,1,15,0
40966,3,0,1,3,0,17,0
40969,0,1,2,2,0,22,0
40971,7,2,4,1,0,15,0
40973,7,2,1,1,0,13,0
40974,10,1,0,0,1,18,0
40977,7,0,1,3,0,15,1
40983,3,1,1,0,1,9,0
40992,7,0,1,3,1,12,0
40999,3,1,2,2,1,16,0
41004,7,1,1,3,0,18,0
41006,3,1,1,3,1,18,0
41009,0,0,1,3,0,15,0
41021,0,1,1,0,1,18,0
41027,3,1,1,2,1,15,0
41030,7,2,0,3,0,5,0
41031,10,0,1,3,0,18,0
41032,7,1,1,0,0,6,0
41034,10,1,1,0,0,7,0
41035,0,2,2,2,0,17,0
41036,3,1,1,3,0,16,1
41037,7,2,1,1,1,17,0
41039,3,0,1,2,1,4,0
41040,10,1,1,3,0,19,1
41042,0,2,1,1,1,17,0
41045,7,1,1,0,0,7,0
41048,0,0,0,0,0,17,0
41049,9,2,4,0,0,8,0
41051,0,1,1,0,0,18,0
41052,2,1,1,3,0,18,0
41053,10,1,1,0,1,17,0
41054,0,2,1,0,1,18,0
41056,7,0,4,2,0,15,0
41060,11,1,1,0,0,13,0
41063,0,0,1,1,0,15,1
41066,3,1,4,1,1,18,0
41067,7,2,1,0,0,18,0
41069,3,2,1,1,0,15,0
41071,0,0,2,2,1,8,0
41073,0,1,4,0,0,18,0
41074,0,1,1,3,0,18,0
41077,0,1,1,1,0,15,0
41079,2,0,1,1,0,18,0
41080,9,0,4,3,1,17,0
41081,7,0,1,3,1,12,0
41085,10,1,0,3,1,0,0
41089,0,2,2,2,1,15,0
41091,7,0,1,2,0,4,1
41092,0,0,2,2,1,12,0
41093,0,2,1,0,1,18,0
41095,10,2,1,0,1,0,0
41096,3,2,4,0,1,6,0
41099,10,1,1,3,1,17,1
41100,9,0,1,3,1,14,0
41102,10,1,1,0,1,18,0
41106,0,0,4,1,0,7,0
41110,0,1,4,3,0,5,0
41141,0,1,2,0,1,17,0
41147,0,0,2,0,0,8,0
41186,10,1,1,3,1,0,0
41190,10,0,1,3,0,15,1
41199,0,1,1,1,0,18,0
41215,1,0,1,0,0,23,0
41249,0,2,1,3,1,15,1
41285,0,0,4,0,1,5,0
41298,7,2,1,3,1,4,0
41301,3,0,1,1,1,15,0
41302,3,0,1,0,1,7,1
41304,0,0,1,1,1,22,1
41307,3,0,1,3,0,4,0
41309,2,1,1,1,0,18,0
41353,0,1,1,0,1,24,0
41355,0,0,0,3,0,18,0
41362,7,0,1,1,0,2,1
41365,7,1,1,0,0,18,0
41373,0,2,1,0,1,9,0
41374,3,0,1,0,0,4,0
41376,9,2,1,1,0,4,1
41383,10,1,1,0,0,17,1
41384,3,0,1,1,1,12,0
41386,3,2,1,3,1,15,0
41412,4,0,1,1,1,2,0
41469,0,0,1,3,0,17,0
41470,10,1,0,1,0,18,0
41471,3,0,1,3,0,6,0
41472,9,1,4,2,0,26,0
41473,1,0,1,0,1,24,1
41474,10,1,1,3,1,18,0
41476,9,0,1,3,1,25,0
41478,10,0,1,3,1,20,1
41485,0,0,1,2,0,20,1
41506,3,1,1,1,1,6,0
41516,0,0,0,0,0,17,0
