,PrimaryColor,PrimaryBreed,IntakeInternalStatus,ReproductiveStatusAtIntake,BreedCategory,Pet_age_category,BinaryOutcome,Sex
133719,BLACK,SCHNAUZER - GIANT,NORMAL,FERTILE,Two,Young,Take,Male
133721,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Young,Deny,Female
133723,RED,JACK RUSS TER,NORMAL,FERTILE,Pure,Adult,Take,Male
133724,BLACK,SHIH TZU,NORMAL,FERTILE,Pure,Young,Take,Male
133725,YELLOW,LABRADOR RETRIEVER,HEARTWORM,FERTILE,Pure,Adult,Deny,Female
133726,BROWN,BASENJI,NORMAL,FERTILE,Two,Young,Take,Female
133727,WHITE,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Mix,Adult,Deny,Female
133729,BLACK,PIT BULL TERRIER,NORMAL,ALTERED,Two,Baby,Take,Male
133730,BLACK,PUG,NORMAL,ALTERED,Two,Young,Take,Male
133732,WHITE,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Young,Deny,Male
133733,APRICOT,POODLE - MINIATURE,NORMAL,FERTILE,Pure,Adult,Take,Male
133734,BROWN,PIT BULL TERRIER,NORMAL,FERTILE,Two,Adult,Deny,Male
133735,BLACK,BORDER COLLIE,NORMAL,FERTILE,Mix,,Take,Female
133736,BROWN BRINDLE,PIT BULL TERRIER,OTHER,FERTILE,Pure,Young,Take,Female
133738,BLACK,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Baby,Take,Female
133741,TAN,MASTIFF,NORMAL,ALTERED,Mix,Baby,Take,Female
133746,BROWN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Senior,Deny,Female
133747,BROWN BRINDLE,WHIPPET,OTHER,FERTILE,Mix,Young,Take,Female
133748,TRICOLOR,CHIHUAHUA - LONG HAIRED,NORMAL,FERTILE,Pure,Adult,Take,Male
133749,BROWN BRINDLE,CATAHOULA LEOPARD HOUND,NORMAL,FERTILE,Mix,Young,Deny,Female
133753,TAN,SILKY TERRIER,NORMAL,FERTILE,Pure,Adult,Take,Male
133756,RED,BOXER,NORMAL,FERTILE,Pure,Adult,Take,Male
133758,BROWN BRINDLE,BOXER,NORMAL,FERTILE,Pure,Young,Take,Female
133761,BROWN,BASSET HOUND,NORMAL,FERTILE,Pure,Adult,Take,Male
133763,TRICOLOR,TREEING WALKER COONHOUND,NORMAL,FERTILE,Pure,Adult,Take,Male
133765,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Adult,Take,Female
133768,BLACK,POODLE - STANDARD,FEARFUL,FERTILE,Two,Young,Take,Female
133769,BROWN,JACK RUSS TER,OTHER,FERTILE,Mix,Baby,Take,Female
133770,BLACK,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Two,Young,Deny,Male
133782,WHITE,POINTER,NORMAL,FERTILE,Mix,Baby,Take,Male
133783,WHITE,PIT BULL TERRIER,EMACIATED,FERTILE,Pure,Adult,Deny,Male
133785,CREAM,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Baby,Deny,Female
133786,BLACK,GERMAN SHEPHERD DOG,NORMAL,ALTERED,Two,Adult,Take,Male
133787,BROWN,MINIATURE PINSCHER,NORMAL,FERTILE,Two,Young,Deny,Female
133789,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Baby,Take,Female
133790,WHITE,JACK RUSS TER,NORMAL,ALTERED,Pure,Young,Take,Male
133793,RED,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Pure,Adult,Deny,Male
133795,TAN,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Baby,Take,Female
133798,BROWN,GERMAN SHEPHERD DOG,FEARFUL,FERTILE,Pure,Young,Deny,Female
133799,WHITE,POODLE - TOY,NORMAL,FERTILE,Two,Adult,Take,Male
133802,YELLOW,LABRADOR RETRIEVER,EMACIATED,FERTILE,Pure,Senior,Deny,Male
133803,TAN,LABRADOR RETRIEVER,NORMAL,FERTILE,Two,Young,Take,Female
133804,TAN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Adult,Deny,Male
133805,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Adult,Deny,Male
133810,TAN,POMERANIAN,NORMAL,FERTILE,Pure,Adult,Take,Female
133811,BROWN BRINDLE,MASTIFF,NORMAL,FERTILE,Two,Young,Take,Female
133813,WHITE,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Pure,Adult,Take,Female
133815,WHITE,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Young,Take,Female
133817,TAN,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Young,Deny,Male
133820,GRAY,AUSTRALIAN CATTLE DOG,NORMAL,FERTILE,Pure,Baby,Take,Female
133821,RED,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Female
133825,BLUE,AMERICAN STAFFORDSHIRE TERRIER,HEARTWORM,ALTERED,Pure,Adult,Deny,Female
133830,WHITE,AUSTRALIAN SHEPHERD,NORMAL,FERTILE,Two,Baby,Deny,Male
133831,GRAY,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Adult,Take,Male
133832,RED,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Take,Male
133833,BROWN,LABRADOR RETRIEVER,OTHER,FERTILE,Two,Baby,Take,Male
133834,BROWN BRINDLE,STAFFORDSHIRE BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Take,Female
133838,BROWN BRINDLE,BOXER,NORMAL,FERTILE,Mix,Young,Deny,Female
133839,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Adult,Take,Male
133840,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Two,Baby,Take,Female
133841,BLACK,BOXER,NORMAL,FERTILE,Two,Young,Take,Male
133842,TAN,SHIH TZU,NORMAL,FERTILE,Pure,Adult,Deny,Male
133843,BROWN,BOXER,NORMAL,FERTILE,Two,Baby,Take,Female
133845,WHITE,JACK RUSS TER,NORMAL,FERTILE,Pure,Baby,Take,Male
133846,WHITE,JACK RUSS TER,NORMAL,FERTILE,Pure,Adult,Take,Female
133847,BROWN BRINDLE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Male
133850,BLACK,COLLIE - ROUGH,NORMAL,FERTILE,Mix,Adult,Deny,Male
133851,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Baby,Take,Female
133852,BROWN,BASSET HOUND,NORMAL,FERTILE,Two,Adult,Deny,Male
133853,BLUE,PIT BULL TERRIER,NURSING,FERTILE,Pure,,Take,Male
133856,BLACK,GERMAN SHEPHERD DOG,NORMAL,ALTERED,Two,Adult,Deny,Female
133857,WHITE,MALTESE,NORMAL,FERTILE,Two,Young,Take,Male
133859,BROWN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Baby,Deny,Male
133862,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Pure,Adult,Deny,Male
133863,TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,ALTERED,Two,Adult,Take,Male
133865,FAWN,PUG,NORMAL,FERTILE,Pure,Adult,Deny,Male
133867,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Baby,Deny,Female
133868,BROWN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Two,Adult,Take,Male
133870,WHITE,PIT BULL TERRIER,EMACIATED,FERTILE,Pure,Baby,Take,Male
133871,WHITE,GREAT PYRENEES,NORMAL,ALTERED,Two,Young,Take,Female
133874,WHITE,SHIH TZU,NORMAL,FERTILE,Pure,Young,Deny,Female
133876,WHITE,PIT BULL TERRIER,NORMAL,FERTILE,Two,Young,Take,Male
133879,WHITE,BOXER,NORMAL,FERTILE,Pure,Adult,Take,Female
133880,RED,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Adult,Deny,Female
133881,TRICOLOR,BEAGLE,NORMAL,FERTILE,Pure,Young,Deny,Female
133882,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Young,Deny,Male
133884,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Two,Young,Deny,Female
133886,BLACK,PIT BULL TERRIER,OTHER,FERTILE,Pure,Adult,Deny,Male
133889,WHITE,POODLE - MINIATURE,NORMAL,FERTILE,Pure,Senior,Deny,Male
133890,WHITE,PIT BULL TERRIER,SICK,FERTILE,Pure,Senior,Take,Male
133891,WHITE,BOXER,NORMAL,FERTILE,Mix,Baby,Deny,Male
133893,BLACK,AUSTRALIAN SHEPHERD,NORMAL,FERTILE,Mix,Young,Take,Female
133895,BLACK,PIT BULL TERRIER,NORMAL,FERTILE,Mix,Young,Take,Male
133896,BROWN,BEAGLE,NORMAL,FERTILE,Pure,Adult,Take,Male
133899,WHITE,PIT BULL TERRIER,NORMAL,FERTILE,Mix,,Deny,Female
133902,TAN,PIT BULL TERRIER,FEARFUL,FERTILE,Two,Adult,Deny,Female
133903,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Baby,Deny,Female
133904,BROWN,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Female
133908,WHITE,BEAGLE,NORMAL,FERTILE,Two,Young,Deny,Female
133910,TRICOLOR,BEAGLE,NORMAL,ALTERED,Two,Baby,Take,Female
133911,TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,ALTERED,Mix,Adult,Take,Male
133913,BLACK,DOBERMAN PINSCHER,NORMAL,FERTILE,Two,Adult,Deny,Male
133914,BLACK,BEAGLE,NORMAL,FERTILE,Pure,Baby,Deny,Female
133919,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Two,Baby,Take,Female
133922,BLACK,BORDER COLLIE,NORMAL,FERTILE,Mix,Young,Take,Female
133923,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Pure,Baby,Deny,Male
133924,BLACK,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Take,Female
133926,BROWN,PIT BULL TERRIER,NURSING,FERTILE,Mix,Young,Deny,Female
133927,BROWN,BEAGLE,NORMAL,FERTILE,Two,Young,Take,Male
133930,GRAY,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Female
133931,BLACK,BORDER COLLIE,NORMAL,FERTILE,Mix,Young,Take,Female
133934,WHITE,GREAT PYRENEES,NORMAL,FERTILE,Pure,Baby,Deny,Female
133936,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Young,Deny,Male
133938,RED,GOLDEN RETRIEVER,NORMAL,FERTILE,Pure,Young,Deny,Female
133939,WHITE,BORDER COLLIE,FEARFUL,FERTILE,Pure,Adult,Deny,Male
133943,BLACK,BEAGLE,NORMAL,FERTILE,Mix,Adult,Take,Female
133946,BLACK,FLAT-COATED RETRIEVER,NORMAL,FERTILE,Mix,Young,Deny,Female
133947,CHOCOLATE,AMERICAN PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Take,Female
133949,BUFF,CHOW CHOW,OTHER,FERTILE,Mix,Baby,Take,Male
133950,BROWN,AMERICAN FOXHOUND,NORMAL,FERTILE,Mix,Young,Take,Female
133951,BLACK,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Take,Female
133952,CHOCOLATE,CHINESE SHARPEI,NORMAL,FERTILE,Two,Young,Take,Female
133953,BLACK,AMERICAN BULLDOG,NORMAL,FERTILE,Two,Baby,Take,Male
133954,BROWN,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Baby,Deny,Male
133955,RED,BOXER,NORMAL,FERTILE,Pure,Adult,Deny,Female
133956,BLACK,DACHSHUND,NORMAL,FERTILE,Mix,Young,Take,Female
133957,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Young,Deny,Female
133961,TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Pure,Adult,Deny,Male
133963,TAN,POMERANIAN,AGED,FERTILE,Pure,Senior,Take,Female
133964,BROWN,POMERANIAN,NORMAL,ALTERED,Pure,Adult,Take,Male
133965,BLACK,POODLE - TOY,FEARFUL,FERTILE,Pure,Adult,Take,Male
133968,BUFF,POODLE - TOY,OTHER,ALTERED,Pure,Adult,Deny,Male
133970,CREAM,SHIH TZU,OTHER,FERTILE,Pure,Young,Deny,Male
133971,TAN,PUG,NORMAL,FERTILE,Two,Young,Take,Female
133972,WHITE,JACK RUSS TER,NORMAL,FERTILE,Two,Baby,Take,Male
133974,WHITE,SHIH TZU,NORMAL,FERTILE,Mix,Young,Take,Female
133975,BROWN,BASENJI,NORMAL,FERTILE,Two,Young,Take,Male
133976,TRICOLOR,RAT TERRIER,FEARFUL,FERTILE,Pure,Young,Take,Female
133978,TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,ALTERED,Mix,Adult,Take,Female
133982,BROWN,JACK RUSS TER,NORMAL,FERTILE,Mix,Adult,Deny,Male
133983,BROWN,AUSTRALIAN CATTLE DOG,FEARFUL,FERTILE,Mix,Adult,Deny,Male
133985,TAN,CHIHUAHUA - SMOOTH COATED,AGED,FERTILE,Pure,Adult,Take,Female
133987,WHITE,ENGLISH POINTER,NORMAL,FERTILE,Two,Adult,Deny,Female
133989,BROWN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Adult,Deny,Male
133990,BROWN,GERMAN SHEPHERD DOG,FEARFUL,FERTILE,Pure,Adult,Deny,Male
133991,BLACK,SIBERIAN HUSKY,NORMAL,FERTILE,Mix,Adult,Deny,Male
133992,RED,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Two,Young,Take,Female
133993,BLACK,DACHSHUND - LONGHAIRED,AGED,FERTILE,Mix,Senior,Deny,Female
133997,RED,BEAGLE,NORMAL,FERTILE,Two,Adult,Take,Female
133998,RED,POMERANIAN,AGED,ALTERED,Pure,Senior,Deny,Male
134000,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Young,Deny,Male
134001,BROWN,JACK RUSS TER,NORMAL,FERTILE,Mix,Adult,Deny,Female
134002,BLACK,JACK RUSS TER,NORMAL,FERTILE,Mix,Young,Deny,Female
134003,RED,BOXER,NORMAL,FERTILE,Pure,Adult,Deny,Female
134004,BROWN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Two,Young,Take,Female
134008,BLUE MERLE,AUSTRALIAN CATTLE DOG,NORMAL,FERTILE,Two,Baby,Deny,Female
134009,TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Mix,Baby,Take,Male
134011,TAN,BEAGLE,NORMAL,FERTILE,Mix,Young,Take,Male
134015,RED,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Pure,Adult,Take,Male
134019,GRAY,POODLE - MINIATURE,NORMAL,FERTILE,Two,Young,Deny,Male
134021,BROWN,BEAGLE,NORMAL,ALTERED,Pure,Young,Take,Male
134023,BLACK,BORDER COLLIE,NORMAL,FERTILE,Two,Young,Take,Male
134026,RED,SILKY TERRIER,NORMAL,FERTILE,Two,Adult,Take,Male
134028,GRAY,HAVANESE,NORMAL,FERTILE,Pure,Young,Take,Male
134030,CHOCOLATE,LABRADOR RETRIEVER,NORMAL,ALTERED,Mix,Young,Take,Male
134032,TAN,PUG,NORMAL,FERTILE,Two,Young,Take,Male
134034,RED,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Two,Adult,Take,Male
134035,BLACK,BEAGLE,NURSING,FERTILE,Mix,,Deny,Female
134038,WHITE,MALTESE,NORMAL,FERTILE,Mix,Young,Take,Male
134039,TAN,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Adult,Take,Female
134040,BROWN,BEAGLE,INJURED,FERTILE,Mix,Adult,Take,Male
134042,BLACK,DACHSHUND,NORMAL,FERTILE,Two,Young,Take,Female
134044,TAN,LABRADOR RETRIEVER,NORMAL,FERTILE,Two,Young,Take,Female
134046,LIVER,SCHNAUZER - MINIATURE,NORMAL,FERTILE,Pure,Adult,Take,Male
134047,BLUE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Take,Male
134048,BROWN BRINDLE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Take,Male
134049,BLACK,MASTIFF,AGG PEOPLE,FERTILE,Mix,Adult,Take,Female
134052,BLUE,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Young,Take,Male
134053,WHITE,CHIHUAHUA - SMOOTH COATED,NORMAL,ALTERED,Pure,Adult,Take,Male
134054,WHITE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Baby,Deny,Male
134056,WHITE,AUSTRALIAN SHEPHERD,NORMAL,FERTILE,Mix,Baby,Take,Male
134057,WHITE,STAFFORDSHIRE BULL TERRIER,NORMAL,ALTERED,Mix,Adult,Deny,Male
134060,BROWN,BOXER,NORMAL,FERTILE,Pure,Baby,Take,Male
134061,BROWN,COLLIE - ROUGH,NORMAL,FERTILE,Two,Baby,Deny,Male
134062,RED TICKED,BEAGLE,NORMAL,FERTILE,Mix,Young,Take,Male
134063,TAN,PIT BULL TERRIER,NORMAL,FERTILE,Mix,Adult,Take,Male
134064,TAN,SHIH TZU,NORMAL,FERTILE,Mix,Baby,Deny,Male
134065,SABLE,SHETLAND SHEEPDOG,NORMAL,FERTILE,Pure,Baby,Take,Male
134067,TRICOLOR,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Young,Take,Female
134069,TAN,DACHSHUND - WIREHAIRED,NORMAL,ALTERED,Pure,Adult,Take,Male
134072,TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Mix,Adult,Take,Female
134079,BLUE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Take,Female
134082,BROWN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Young,Deny,Male
134083,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Adult,Deny,Female
134084,WHITE,PIT BULL TERRIER,INJURED,FERTILE,Two,Young,Take,Male
134085,WHITE,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Pure,Young,Take,Female
134086,BROWN,LABRADOR RETRIEVER,NORMAL,FERTILE,Two,Baby,Take,Female
134088,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Young,Deny,Male
134089,WHITE,PARSON (JACK) RUSSELL TERRIER,NORMAL,FERTILE,Mix,Young,Take,Male
134096,BROWN BRINDLE,MASTIFF,NORMAL,FERTILE,Pure,,Take,Male
134098,TAN,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Young,Deny,Female
134099,BLACK,PUG,NORMAL,ALTERED,Pure,Adult,Deny,Male
134100,WHITE,WEST HIGHLAND WHITE TERRIER,NORMAL,FERTILE,Mix,Adult,Take,Male
134101,TRICOLOR,BEAGLE,NORMAL,FERTILE,Pure,Young,Take,Male
134103,BLACK,BEAGLE,NORMAL,FERTILE,Two,Baby,Deny,Female
134104,TAN,CAIRN TERRIER,NORMAL,FERTILE,Mix,Adult,Deny,Male
134105,BROWN,CAIRN TERRIER,NORMAL,FERTILE,Pure,Adult,Take,Female
134106,WHITE,PIT BULL TERRIER,OTHER,FERTILE,Pure,Senior,Deny,Male
134109,TAN,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Take,Female
134110,BROWN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,,Take,Female
134112,TRICOLOR,AMERICAN FOXHOUND,NORMAL,ALTERED,Pure,Young,Take,Male
134114,BLACK,AUSTRALIAN SHEPHERD,NORMAL,FERTILE,Pure,Baby,Take,Female
134115,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Adult,Deny,Female
134117,BLACK,POODLE - MINIATURE,OTHER,FERTILE,Pure,Adult,Take,Male
134118,BLACK,RAT TERRIER,NORMAL,FERTILE,Two,Adult,Take,Female
134121,TRICOLOR,BEAGLE,NORMAL,FERTILE,Pure,Young,Deny,Male
134122,TRICOLOR,BEAGLE,NORMAL,FERTILE,Mix,Baby,Take,Male
134126,WHITE,JACK RUSS TER,NORMAL,FERTILE,Mix,Adult,Deny,Male
134130,RED,REDBONE COONHOUND,NORMAL,FERTILE,Pure,Young,Take,Female
134132,WHITE,CHIHUAHUA - SMOOTH COATED,NORMAL,ALTERED,Pure,Adult,Deny,Female
134133,WHITE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Male
134135,GOLD,POODLE - MINIATURE,OTHER,FERTILE,Mix,Baby,Take,Male
134138,BLACK,AKITA,OTHER,FERTILE,Mix,Adult,Deny,Female
134139,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Young,Take,Male
134141,BLACK,SCHNAUZER - MINIATURE,NORMAL,FERTILE,Pure,Young,Take,Male
134144,BLACK,BEAGLE,NORMAL,FERTILE,Mix,Baby,Deny,Female
134145,GOLD,BEAGLE,NORMAL,ALTERED,Two,Baby,Take,Male
134146,BLUE,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Adult,Deny,Female
134147,BLUE,AMERICAN BULLDOG,NORMAL,FERTILE,Pure,Adult,Take,Female
134149,BROWN,BOXER,NORMAL,FERTILE,Two,Baby,Take,Male
134150,CHOCOLATE,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Baby,Take,Male
134153,BLACK,LABRADOR RETRIEVER,NORMAL,ALTERED,Mix,,Take,Male
134156,BROWN,BEAGLE,NORMAL,FERTILE,Mix,Adult,Take,Female
134157,RED,REDBONE COONHOUND,INJURED,FERTILE,Pure,Adult,Take,Female
134158,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Young,Take,Male
134159,SILVER,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Two,,Take,Female
134161,BROWN,LABRADOR RETRIEVER,NORMAL,FERTILE,Two,Baby,Take,Male
134162,TAN,PIT BULL TERRIER,INJURED,FERTILE,Mix,Adult,Take,Male
134163,BLACK,JACK RUSS TER,NORMAL,FERTILE,Pure,Young,Take,Male
134164,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Young,Take,Female
134166,RED,CAROLINA DOG,FEARFUL,ALTERED,Pure,Young,Take,Male
134169,BLACK,PIT BULL TERRIER,NORMAL,FERTILE,Mix,Young,Deny,Female
134171,WHITE,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Baby,Take,Female
134174,GRAY,SCHNAUZER - MINIATURE,NORMAL,FERTILE,Mix,Young,Take,Female
134175,RED TICKED,BEAGLE,NORMAL,FERTILE,Pure,Young,Take,Male
134178,BROWN,CHOW CHOW,NORMAL,FERTILE,Pure,Young,Deny,Female
134180,BLACK,PUG,NORMAL,FERTILE,Pure,Adult,Take,Female
134184,BLACK,AUSTRALIAN CATTLE DOG,NORMAL,FERTILE,Two,Young,Take,Female
134189,BROWN,BEAGLE,NORMAL,FERTILE,Pure,Young,Take,Male
134193,BLACK,POODLE - MINIATURE,NORMAL,FERTILE,Two,Adult,Deny,Male
134194,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Baby,Deny,Male
134198,BROWN,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Male
134199,BLACK,MINIATURE PINSCHER,NORMAL,FERTILE,Pure,Adult,Take,Female
134202,BROWN BRINDLE,BOSTON TERRIER,NORMAL,ALTERED,Two,Adult,Deny,Female
134203,BLACK,DOBERMAN PINSCHER,NORMAL,FERTILE,Two,Adult,Deny,Male
134205,TAN,BOXER,NORMAL,FERTILE,Mix,Young,Take,Female
134206,BROWN BRINDLE,DUTCH SHEPHERD,NORMAL,ALTERED,Mix,Baby,Take,Male
134209,BLACK,BOSTON TERRIER,INJURED,FERTILE,Pure,Young,Deny,Female
134215,BLACK,BEAGLE,NORMAL,FERTILE,Mix,Young,Take,Male
134216,RED,DACHSHUND,NORMAL,FERTILE,Mix,Baby,Take,Male
134217,BROWN,LHASA APSO,OTHER,FERTILE,Mix,Baby,Take,Male
134219,BROWN,POMERANIAN,NORMAL,FERTILE,Pure,Adult,Take,Male
134221,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Young,Take,Female
134222,WHITE,POODLE - TOY,NORMAL,FERTILE,Pure,Adult,Deny,Female
134224,BROWN,AUSTRALIAN CATTLE DOG,NORMAL,FERTILE,Two,Young,Take,Male
134225,BROWN,AUSTRALIAN CATTLE DOG,PREGNANT,FERTILE,Two,Adult,Deny,Female
134227,YELLOW,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Young,Deny,Female
134233,CREAM,POMERANIAN,NORMAL,FERTILE,Mix,Young,Take,Male
134234,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Young,Deny,Female
134235,BLACK,ROTTWEILER,NORMAL,FERTILE,Pure,Adult,Deny,Female
134236,WHITE,BEAGLE,NORMAL,FERTILE,Pure,Adult,Deny,Female
134237,BLACK,GERMAN SHORTHAIRED POINTER,PREGNANT,FERTILE,Mix,Adult,Deny,Female
134239,BLUE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Male
134245,CHOCOLATE,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Adult,Deny,Female
134246,RED,CAROLINA DOG,NORMAL,FERTILE,Mix,Young,Deny,Male
134248,BLACK,FLAT-COATED RETRIEVER,NORMAL,FERTILE,Mix,Baby,Take,Male
134250,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Baby,Take,Male
134255,TAN,COCKER SPANIEL,NORMAL,FERTILE,Pure,Adult,Deny,Female
134262,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Two,Young,Deny,Male
134266,WHITE,POODLE - MINIATURE,NORMAL,FERTILE,Mix,Adult,Take,Male
134275,BROWN BRINDLE,PLOTT HOUND,NORMAL,FERTILE,Two,Adult,Take,Female
134277,BLACK,BEAGLE,NURSING,FERTILE,Two,Baby,Deny,Male
134278,GOLD,CHOW CHOW,NORMAL,FERTILE,Two,Adult,Deny,Male
134279,WHITE,BORDER COLLIE,NORMAL,ALTERED,Two,Baby,Take,Male
134280,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Baby,Take,Female
134286,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Young,Take,Female
134287,WHITE,MALTESE,INJURED,ALTERED,Pure,Adult,Deny,Male
134288,WHITE,AMERICAN ESKIMO,NORMAL,FERTILE,Pure,Baby,Take,Male
134289,WHITE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Female
134290,BROWN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Baby,Take,Female
134291,BROWN,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Pure,Adult,Take,Male
134293,FAWN,BOXER,NORMAL,FERTILE,Two,Adult,Deny,Male
134294,BROWN,BOXER,NORMAL,FERTILE,Pure,Senior,Take,Male
134295,BLACK BRINDLE,PIT BULL TERRIER,NURSING,FERTILE,Pure,,Take,Female
134296,BROWN,ROTTWEILER,NORMAL,FERTILE,Mix,Adult,Take,Female
134298,BLACK,BORDER COLLIE,NORMAL,FERTILE,Mix,Young,Take,Male
134299,BLACK,RAT TERRIER,NORMAL,ALTERED,Two,Young,Take,Male
134301,TAN,CAIRN TERRIER,NORMAL,FERTILE,Mix,Young,Take,Male
134302,RED,DACHSHUND,NORMAL,FERTILE,Mix,Adult,Take,Female
134305,WHITE,BEAGLE,NORMAL,FERTILE,Pure,Young,Take,Female
134306,BROWN,LABRADOR RETRIEVER,NORMAL,ALTERED,Two,Baby,Take,Male
134308,TRICOLOR,JACK RUSS TER,NORMAL,FERTILE,Mix,Young,Deny,Male
134309,WHITE,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Adult,Deny,Male
