PrimaryColor,PrimaryBreed,IntakeInternalStatus,IntakeAsilomarStatus,ReproductiveStatusAtIntake,OutcomeType,AgeInMonths,DurationInShelter,BreedCategory,Pet_age_category,Binary_outcome,Sex,pet_id
RED MERLE,AUSTRALIAN CATTLE DOG,NORMAL,HEALTHY,ALTERED,TRANSFER,36.5,35.0,Pure,Adult,Deny,Male,15112
BLACK,BORDER COLLIE,EMACIATED,HEALTHY,FERTILE,TRANSFER,3.53,29.0,Mix,Baby,Deny,Male,15113
FAWN,PIT BULL TERRIER,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,36.5,0.0,Pure,Adult,Deny,Female,15114
WHITE,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,RELEASED,8.17,1.0,Mix,Young,Deny,Male,15115
BROWN BRINDLE,ROTTWEILER,NORMAL,HEALTHY,UNKNOWN,EUTH,2.03,0.0,Two,Baby,Deny,Male,15116
BROWN,AMERICAN PIT BULL TERRIER,FEARFUL,HEALTHY,FERTILE,EUTH,4.1,0.0,Pure,Baby,Deny,Male,15117
TAN,LHASA APSO,NORMAL,HEALTHY,ALTERED,ADOPTION,84.13,38.0,Mix,Senior,Take,Male,15118
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,ADOPTION,48.7,185.0,Mix,Adult,Take,Male,15119
WHITE,OLD ENGLISH SHEEPDOG,NORMAL,HEALTHY,ALTERED,TRANSFER,102.77,22.0,Mix,Senior,Deny,Male,15120
BLACK,ROTTWEILER,DEAD,HEALTHY,FERTILE,DISPOSAL,109.57,0.0,Pure,Senior,Deny,Female,15121
BROWN BRINDLE,CHOW CHOW,NORMAL,HEALTHY,FERTILE,EUTH,48.7,9.0,Mix,Adult,Deny,Female,15122
BROWN BRINDLE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,7.07,-203.0,Pure,Young,Deny,Male,15123
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,EUTH,57.03,8.0,Pure,Adult,Deny,Male,15124
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,TRANSFER,0.6,274.0,Mix,Baby,Deny,Male,15125
BLACK,ROTTWEILER,EMACIATED,HEALTHY,ALTERED,TRANSFER,79.13,152.0,Pure,Adult,Deny,Female,15126
TAN,PUG,NORMAL,HEALTHY,ALTERED,ADOPTION,7.1,-43.0,Pure,Young,Take,Male,15127
YELLOW,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,TRANSFER,11.87,183.0,Two,Young,Deny,Male,15128
WHITE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,TRANSFER,24.33,-73.0,Pure,Adult,Deny,Female,15129
BLACK,PIT BULL TERRIER,INJURED,HEALTHY,FERTILE,DIED,24.37,-1.0,Pure,Adult,Deny,Male,15130
BLACK,MINIATURE PINSCHER,NORMAL,HEALTHY,ALTERED,ADOPTION,109.57,-6.0,Pure,Senior,Take,Male,15131
BROWN,GERMAN SHEPHERD DOG,INJURED,HEALTHY,FERTILE,EUTH,104.77,0.0,Mix,Senior,Deny,Male,15132
TAN,SIBERIAN HUSKY,INJURED,HEALTHY,ALTERED,ADOPTION,51.23,-73.0,Mix,Adult,Take,Male,15133
BLACK,PIT BULL TERRIER,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,8.6,0.0,Pure,Young,Deny,Male,15134
RED,GERMAN SHEPHERD DOG,SICK,HEALTHY,ALTERED,EUTH,132.6,0.0,Two,Senior,Deny,Female,15135
BLACK,LABRADOR RETRIEVER,AGED,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,146.1,0.0,Pure,Senior,Deny,Female,15136
BROWN,PIT BULL TERRIER,INJURED,HEALTHY,FERTILE,EUTH,12.37,136.0,Mix,Young,Deny,Female,15137
BLACK,POODLE - MINIATURE,NORMAL,HEALTHY,FERTILE,TRANSFER,97.4,5.0,Pure,Senior,Deny,Male,15138
BLACK,BORDER COLLIE,AGED,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,182.63,0.0,Mix,Senior,Deny,Female,15139
BROWN,BOXER,NORMAL,HEALTHY,FERTILE,EUTH,36.53,11.0,Pure,Adult,Deny,Female,15140
BROWN,RAT TERRIER,AGED,TREATABLE/MANAGEABLE,ALTERED,EUTH,121.73,0.0,Mix,Senior,Deny,Male,15141
WHITE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,36.53,-102.0,Pure,Adult,Deny,Male,15142
WHITE,LABRADOR RETRIEVER,AGED,TREATABLE/MANAGEABLE,ALTERED,EUTH,85.23,0.0,Mix,Senior,Deny,Male,15143
WHITE,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,ALTERED,ADOPTION,23.23,23.0,Mix,Young,Take,Female,15144
BROWN,AMERICAN BULLDOG,EMACIATED,HEALTHY,ALTERED,EUTH,54.17,14.0,Two,Adult,Deny,Female,15145
BLACK,BLUETICK COONHOUND,NORMAL,HEALTHY,ALTERED,TRANSFER,3.87,61.0,Two,Baby,Deny,Male,15146
BROWN,GERMAN SHEPHERD DOG,AGGRESSIVE,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,12.07,0.0,Two,Young,Deny,Male,15147
WHITE,COCKER SPANIEL,OTHER,HEALTHY,FERTILE,TRANSFER,97.4,12.0,Pure,Senior,Deny,Male,15148
BLACK,SHIH TZU,NORMAL,HEALTHY,FERTILE,TRANSFER,0.1,60.0,Pure,Baby,Deny,Male,15149
GOLD,GOLDEN RETRIEVER,AGED,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,158.27,0.0,Pure,Senior,Deny,Female,15150
BLACK,CHINESE CRESTED DOG,SICK,HEALTHY,FERTILE,EUTH,121.73,0.0,Two,Senior,Deny,Male,15151
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,EUTH,24.37,-199.0,Two,Adult,Deny,Male,15152
WHITE,JACK RUSS TER,NORMAL,HEALTHY,ALTERED,TRANSFER,42.93,1.0,Pure,Adult,Deny,Male,15153
TRICOLOR,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,UNKNOWN,TRANSFER,30.47,3.0,Mix,Adult,Deny,Male,15154
BROWN BRINDLE,BOSTON TERRIER,NORMAL,HEALTHY,FERTILE,TRANSFER,24.33,-109.0,Two,Adult,Deny,Male,15155
BLACK,STAFFORDSHIRE BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,41.63,0.0,Pure,Adult,Deny,Male,15156
BROWN,CAVALIER KING CHARLES SPANIEL,NORMAL,HEALTHY,ALTERED,ADOPTION,24.33,2.0,Pure,Adult,Take,Female,15157
WHITE,PIT BULL TERRIER,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,60.87,0.0,Pure,Adult,Deny,Male,15158
BLACK,AMERICAN PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,12.1,-68.0,Pure,Young,Deny,Male,15159
WHITE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,TRANSFER,3.07,5.0,Pure,Baby,Deny,Male,15160
BLACK,ROTTWEILER,NORMAL,HEALTHY,FERTILE,EUTH,85.2,0.0,Pure,Senior,Deny,Female,15161
CREAM,CHIHUAHUA - SMOOTH COATED,FEARFUL,HEALTHY,FERTILE,TRANSFER,48.7,-23.0,Two,Adult,Deny,Female,15162
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,TRANSFER,0.1,-108.0,Mix,Baby,Deny,Male,15163
BLACK,BORDER COLLIE,NORMAL,HEALTHY,ALTERED,TRANSFER,91.3,151.0,Mix,Senior,Deny,Female,15164
WHITE,JACK RUSS TER,NORMAL,HEALTHY,ALTERED,ADOPTION,60.67,68.0,Pure,Adult,Take,Female,15165
GRAY,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,12.17,-40.0,Pure,Young,Deny,Female,15166
WHITE,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,RELEASED,14.8,0.0,Pure,Young,Deny,Male,15167
BLACK,BASSET HOUND,NORMAL,HEALTHY,FERTILE,TRANSFER,0.1,243.0,Two,Baby,Deny,Male,15168
BROWN,CHIHUAHUA - LONG HAIRED,NORMAL,HEALTHY,ALTERED,TRANSFER,24.33,7.0,Pure,Adult,Deny,Male,15169
BROWN BRINDLE,LABRADOR RETRIEVER,SICK,HEALTHY,ALTERED,EUTH,167.33,0.0,Two,Senior,Deny,Male,15170
BLACK,MINIATURE PINSCHER,NORMAL,HEALTHY,ALTERED,TRANSFER,16.9,59.0,Two,Young,Deny,Female,15171
TAN,PIT BULL TERRIER,NORMAL,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,12.17,0.0,Pure,Young,Deny,Female,15172
BROWN,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,RELEASED,2.67,0.0,Pure,Baby,Deny,Male,15173
BLACK,ROTTWEILER,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,48.7,0.0,Pure,Adult,Deny,Male,15174
BLACK,LABRADOR RETRIEVER,FEARFUL,HEALTHY,FERTILE,EUTH,60.87,30.0,Mix,Adult,Deny,Female,15175
BLACK,ROTTWEILER,AGED,TREATABLE/MANAGEABLE,FERTILE,EUTH,182.6,0.0,Pure,Senior,Deny,Male,15176
WHITE,POODLE - MINIATURE,AGED,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,280.03,0.0,Pure,,Deny,Male,15177
TRICOLOR,BEAGLE,NORMAL,HEALTHY,FERTILE,TRANSFER,1.5,-56.0,Pure,Baby,Deny,Female,15178
BROWN BRINDLE,PIT BULL TERRIER,SICK,HEALTHY,FERTILE,EUTH,0.17,0.0,Pure,Baby,Deny,Female,15179
TRICOLOR,COLLIE - ROUGH,NORMAL,HEALTHY,ALTERED,ADOPTION,48.7,-138.0,Pure,Adult,Take,Female,15180
TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,FERTILE,DIED,0.07,232.0,Pure,Baby,Deny,Female,15181
BROWN,BASSET HOUND,NORMAL,HEALTHY,ALTERED,ADOPTION,3.0,48.0,Mix,Baby,Take,Male,15182
BROWN,AMERICAN BULLDOG,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,60.87,3.0,Pure,Adult,Deny,Male,15183
CREAM,LHASA APSO,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,60.9,10.0,Mix,Adult,Deny,Female,15184
WHITE,POODLE - STANDARD,SICK,HEALTHY,FERTILE,EUTH,0.13,0.0,Mix,Baby,Deny,Female,15185
RED,PIT BULL TERRIER,SICK,HEALTHY,FERTILE,EUTH,12.17,11.0,Mix,Young,Deny,Male,15186
BLACK,PIT BULL TERRIER,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,24.37,14.0,Pure,Adult,Deny,Male,15187
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,TRANSFER,48.7,28.0,Pure,Adult,Deny,Female,15188
BROWN,AKITA,AGGRESSIVE,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,73.13,-1.0,Pure,Adult,Deny,Male,15189
BROWN,STAFFORDSHIRE BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,12.07,244.0,Mix,Young,Deny,Female,15190
FAWN,GREAT DANE,NORMAL,HEALTHY,FERTILE,EUTH,30.47,189.0,Pure,Adult,Deny,Male,15191
BLACK BRINDLE,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,ALTERED,TRANSFER,11.17,1.0,Mix,Young,Deny,Male,15192
BROWN,CHOW CHOW,DEAD,HEALTHY,FERTILE,DISPOSAL,170.43,1.0,Mix,Senior,Deny,Female,15193
BLACK BRINDLE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,30.47,1.0,Pure,Adult,Deny,Male,15194
BROWN,BORDER COLLIE,NORMAL,HEALTHY,FERTILE,EUTH,97.4,150.0,Mix,Senior,Deny,Female,15195
BLACK,BOSTON TERRIER,NORMAL,HEALTHY,FERTILE,DIED,3.07,323.0,Two,Baby,Deny,Male,15196
BROWN BRINDLE,CHOW CHOW,SICK,HEALTHY,ALTERED,EUTH,176.8,0.0,Two,Senior,Deny,Male,15197
BLACK,LABRADOR RETRIEVER,FEARFUL,HEALTHY,ALTERED,EUTH,96.53,79.0,Two,Senior,Deny,Female,15198
FAWN,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,12.1,-70.0,Pure,Young,Deny,Female,15199
BLACK,NEWFOUNDLAND,NORMAL,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,73.07,0.0,Two,Adult,Deny,Male,15200
BLACK,GERMAN SHEPHERD DOG,SICK,HEALTHY,FERTILE,EUTH,2.73,242.0,Pure,Baby,Deny,Male,15201
TRICOLOR,BEAGLE,NORMAL,HEALTHY,ALTERED,EUTH,33.5,-205.0,Pure,Adult,Deny,Female,15202
BROWN,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,EUTH,12.2,152.0,Pure,Young,Deny,Female,15203
BLACK,ENGLISH SPRINGER SPANIEL,AGGRESSIVE,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,62.37,0.0,Pure,Adult,Deny,Male,15204
BLACK,BLACK AND TAN COONOUND,FEARFUL,HEALTHY,FERTILE,EUTH,12.2,-111.0,Mix,Young,Deny,Male,15205
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,ADOPTION,36.53,7.0,Two,Adult,Take,Female,15206
WHITE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,24.33,129.0,Pure,Adult,Deny,Male,15207
TAN,PUG,NORMAL,HEALTHY,ALTERED,TRANSFER,12.17,14.0,Two,Young,Deny,Female,15208
YELLOW,GOLDEN RETRIEVER,NORMAL,HEALTHY,FERTILE,TRANSFER,7.07,3.0,Two,Young,Deny,Female,15209
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,RELEASED,91.37,1.0,Two,Senior,Deny,Female,15210
RED,PIT BULL TERRIER,SICK,HEALTHY,FERTILE,EUTH,4.1,0.0,Pure,Baby,Deny,Female,15211
BLACK,ROTTWEILER,NORMAL,HEALTHY,ALTERED,ADOPTION,133.9,222.0,Two,Senior,Take,Female,15212
BLACK,LABRADOR RETRIEVER,DEAD,HEALTHY,ALTERED,DISPOSAL,131.2,121.0,Pure,Senior,Deny,Male,15213
TRICOLOR,BOXER,NORMAL,HEALTHY,FERTILE,TRANSFER,1.73,2.0,Two,Baby,Deny,Female,15214
FAWN,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,FOSTER,-5.63,29.0,Pure,,Deny,Female,15215
BLACK,SHIH TZU,NORMAL,HEALTHY,FERTILE,TRANSFER,12.37,31.0,Pure,Young,Deny,Male,15216
BLACK,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,12.03,39.0,Two,Young,Deny,Male,15217
BROWN BRINDLE,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,ADOPTION,6.73,124.0,Pure,Young,Take,Male,15218
TAN,PUG,NORMAL,HEALTHY,ALTERED,TRANSFER,60.67,0.0,Pure,Adult,Deny,Female,15219
WHITE,BOXER,FEARFUL,HEALTHY,ALTERED,ADOPTION,8.1,7.0,Pure,Young,Take,Female,15220
GRAY,SIBERIAN HUSKY,NORMAL,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,133.93,0.0,Pure,Senior,Deny,Female,15221
BLACK,CHOW CHOW,NORMAL,HEALTHY,FERTILE,EUTH,12.2,152.0,Mix,Young,Deny,Male,15222
BROWN,BEAGLE,NORMAL,HEALTHY,ALTERED,ADOPTION,23.87,90.0,Pure,Young,Take,Female,15223
BLACK,BORDER COLLIE,NORMAL,HEALTHY,ALTERED,ADOPTION,12.73,-169.0,Mix,Young,Take,Male,15224
BLACK,SCHNAUZER - STANDARD,OTHER,HEALTHY,ALTERED,TRANSFER,109.73,247.0,Pure,Senior,Deny,Female,15225
WHITE,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,ALTERED,EUTH,11.83,2.0,Two,Young,Deny,Male,15226
SABLE,CHINESE SHARPEI,NORMAL,HEALTHY,FERTILE,TRANSFER,59.27,123.0,Pure,Adult,Deny,Male,15227
BROWN,GERMAN SHEPHERD DOG,FEARFUL,HEALTHY,ALTERED,TRANSFER,50.87,128.0,Mix,Adult,Deny,Female,15228
TAN,AUSTRALIAN CATTLE DOG,NORMAL,HEALTHY,ALTERED,EUTH,29.0,128.0,Two,Adult,Deny,Male,15229
RED,REDBONE COONHOUND,NORMAL,HEALTHY,FERTILE,TRANSFER,3.07,11.0,Mix,Baby,Deny,Male,15230
BROWN BRINDLE,PIT BULL TERRIER,SICK,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,158.27,0.0,Pure,Senior,Deny,Female,15231
BLACK,MINIATURE PINSCHER,NORMAL,HEALTHY,FERTILE,EUTH,44.27,-225.0,Pure,Adult,Deny,Male,15232
BLACK,BASSET HOUND,NORMAL,HEALTHY,ALTERED,ADOPTION,24.33,10.0,Pure,Adult,Take,Female,15233
FAWN,POMERANIAN,NORMAL,HEALTHY,ALTERED,ADOPTION,15.73,-195.0,Pure,Young,Take,Male,15234
BLACK,PIT BULL TERRIER,OTHER,HEALTHY,FERTILE,EUTH,12.17,0.0,Pure,Young,Deny,Female,15235
TAN,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,RELEASED,36.5,0.0,Two,Adult,Deny,Male,15236
BLACK,PUG,NORMAL,HEALTHY,ALTERED,ADOPTION,73.27,188.0,Two,Adult,Take,Female,15237
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,EUTH,36.53,3.0,Two,Adult,Deny,Male,15238
BROWN,MINIATURE PINSCHER,NORMAL,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,170.47,0.0,Pure,Senior,Deny,Male,15239
BLACK,YORKSHIRE TERRIER,AGED,TREATABLE/MANAGEABLE,ALTERED,TRANSFER,153.7,182.0,Two,Senior,Deny,Male,15240
BROWN,MINIATURE PINSCHER,NORMAL,HEALTHY,ALTERED,RELEASED,15.7,1.0,Mix,Young,Deny,Male,15241
BROWN,GERMAN SHEPHERD DOG,PREGNANT,HEALTHY,FERTILE,TRANSPORT,97.17,8.0,Mix,Senior,Deny,Female,15242
BLACK,MINIATURE PINSCHER,DEAD,HEALTHY,ALTERED,DISPOSAL,108.6,0.0,Pure,Senior,Deny,Female,15243
BLACK,MINIATURE PINSCHER,DEAD,HEALTHY,FERTILE,DISPOSAL,133.9,0.0,Pure,Senior,Deny,Male,15244
BLACK,LABRADOR RETRIEVER,AGED,TREATABLE/MANAGEABLE,ALTERED,EUTH,85.23,10.0,Mix,Senior,Deny,Female,15245
YELLOW,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,12.37,201.0,Mix,Young,Take,Male,15246
BROWN,POMERANIAN,NORMAL,HEALTHY,ALTERED,ADOPTION,18.03,-221.0,Pure,Young,Take,Male,15247
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,ADOPTION,12.37,-60.0,Mix,Young,Take,Female,15248
WHITE,SHIH TZU,SICK,HEALTHY,FERTILE,EUTH,146.1,0.0,Pure,Senior,Deny,Male,15249
BLACK,CHIHUAHUA - SMOOTH COATED,INJURED,HEALTHY,FERTILE,EUTH,12.17,0.0,Pure,Young,Deny,Male,15250
BROWN MERLE,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,TRANSFER,16.0,263.0,Pure,Young,Deny,Male,15251
TAN,AKITA,NORMAL,HEALTHY,ALTERED,EUTH,44.73,-76.0,Pure,Adult,Deny,Female,15252
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,ADOPTION,10.3,58.0,Mix,Young,Take,Female,15253
TAN,CHINESE SHARPEI,NORMAL,HEALTHY,FERTILE,TRANSFER,0.07,101.0,Pure,Baby,Deny,Female,15254
BLACK,RAT TERRIER,NORMAL,HEALTHY,ALTERED,TRANSFER,97.4,-84.0,Pure,Senior,Deny,Male,15255
BROWN,COCKER SPANIEL,DEAD,HEALTHY,FERTILE,DISPOSAL,182.63,0.0,Pure,Senior,Deny,Female,15256
TAN,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,12.17,-196.0,Pure,Young,Deny,Female,15257
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,ALTERED,TRANSFER,96.57,33.0,Mix,Senior,Deny,Female,15258
GOLD,GOLDEN RETRIEVER,NORMAL,HEALTHY,ALTERED,TRANSFER,24.57,153.0,Mix,Adult,Deny,Male,15259
BLUE,GREAT DANE,NORMAL,HEALTHY,FERTILE,TRANSFER,11.17,119.0,Pure,Young,Deny,Female,15260
RED,POMERANIAN,NORMAL,HEALTHY,ALTERED,ADOPTION,60.9,-24.0,Pure,Adult,Take,Male,15261
BROWN BRINDLE,LABRADOR RETRIEVER,NURSING,HEALTHY,FERTILE,TRANSFER,0.03,2.0,Mix,Baby,Deny,Female,15262
TAN,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,ALTERED,EUTH,22.6,228.0,Two,Young,Deny,Male,15263
TAN,BOXER,NORMAL,HEALTHY,ALTERED,RELEASED,23.9,-78.0,Mix,Young,Deny,Female,15264
TAN,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,ADOPTION,3.9,7.0,Pure,Baby,Take,Male,15265
WHITE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,24.37,30.0,Pure,Adult,Deny,Male,15266
BLACK,BORDER COLLIE,AGED,TREATABLE/MANAGEABLE,FERTILE,EUTH,109.57,119.0,Mix,Senior,Deny,Male,15267
BLACK,ROTTWEILER,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,146.1,0.0,Pure,Senior,Deny,Male,15268
BLACK,PIT BULL TERRIER,INJURED,HEALTHY,FERTILE,EUTH,24.37,0.0,Pure,Adult,Deny,Male,15269
BROWN,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,ALTERED,ADOPTION,49.67,402.0,Mix,Adult,Take,Male,15270
BLACK,ENGLISH FOXHOUND,NORMAL,HEALTHY,FERTILE,EUTH,182.63,-54.0,Pure,Senior,Deny,Male,15271
GRAY,POODLE - MINIATURE,AGED,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,231.33,0.0,Pure,Senior,Deny,Female,15272
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,EUTH,18.3,0.0,Mix,Young,Deny,Male,15273
TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,ALTERED,ADOPTION,18.27,11.0,Pure,Young,Take,Female,15274
WHITE,FOX TERRIER - SMOOTH,NORMAL,HEALTHY,ALTERED,ADOPTION,7.8,27.0,Pure,Young,Take,Male,15275
BLACK,CHOW CHOW,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,73.07,0.0,Two,Adult,Deny,Male,15276
CHOCOLATE,COCKER SPANIEL,AGED,TREATABLE/MANAGEABLE,ALTERED,ADOPTION,121.77,-169.0,Pure,Senior,Take,Male,15277
BLUE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,TRANSFER,6.33,-136.0,Pure,Young,Deny,Female,15278
BLUE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,24.37,-140.0,Pure,Adult,Deny,Female,15279
BROWN,LABRADOR RETRIEVER,AGED,TREATABLE/MANAGEABLE,ALTERED,TRANSFER,146.1,53.0,Two,Senior,Deny,Male,15280
TAN,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,ALTERED,ADOPTION,-2.2,19.0,Two,,Take,Female,15281
BROWN,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,ALTERED,TRANSFER,0.1,0.0,Mix,Baby,Deny,Male,15282
BROWN BRINDLE,JACK RUSS TER,NORMAL,HEALTHY,FERTILE,EUTH,12.03,92.0,Mix,Young,Deny,Male,15283
BLUE,CANE CORSO,NURSING,HEALTHY,FERTILE,TRANSFER,3.0,0.0,Pure,Baby,Deny,Male,15284
BLACK,SHIH TZU,NORMAL,HEALTHY,ALTERED,TRANSFER,97.4,-164.0,Mix,Senior,Deny,Male,15285
BROWN,DACHSHUND,AGED,TREATABLE/MANAGEABLE,ALTERED,EUTH,182.6,0.0,Pure,Senior,Deny,Female,15286
BLACK,BORDER COLLIE,NORMAL,HEALTHY,ALTERED,ADOPTION,4.73,-183.0,Mix,Baby,Take,Male,15287
BROWN BRINDLE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,12.17,0.0,Pure,Young,Deny,Female,15288
RED,GERMAN PINSCHER,EMACIATED,HEALTHY,ALTERED,TRANSFER,30.0,-187.0,Two,Adult,Deny,Male,15289
TAN,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,EUTH,50.73,190.0,Two,Adult,Deny,Male,15290
BLACK,BEAGLE,NORMAL,HEALTHY,ALTERED,TRANSFER,52.7,4.0,Mix,Adult,Deny,Female,15291
BLACK,YORKSHIRE TERRIER,SICK,HEALTHY,FERTILE,EUTH,1.03,0.0,Pure,Baby,Deny,Female,15292
RED,GOLDEN RETRIEVER,NORMAL,HEALTHY,FERTILE,EUTH,9.4,-199.0,Mix,Young,Deny,Female,15293
BROWN,GERMAN SHEPHERD DOG,AGED,TREATABLE/MANAGEABLE,ALTERED,EUTH,182.6,0.0,Mix,Senior,Deny,Female,15294
TRICOLOR,BEAGLE,NORMAL,HEALTHY,ALTERED,ADOPTION,12.17,-49.0,Pure,Young,Take,Male,15295
BROWN,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,TRANSFER,4.07,2.0,Two,Baby,Deny,Female,15296
WHITE,AMERICAN BULLDOG,NORMAL,HEALTHY,FERTILE,TRANSFER,11.9,103.0,Pure,Young,Deny,Female,15297
BLACK,POODLE - TOY,SICK,HEALTHY,FERTILE,EUTH,182.63,0.0,Pure,Senior,Deny,Female,15298
BROWN BRINDLE,AMERICAN PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,ADOPTION,2.0,161.0,Pure,Baby,Take,Male,15299
BROWN,BORDER COLLIE,NORMAL,HEALTHY,ALTERED,ADOPTION,17.07,415.0,Two,Young,Take,Male,15300
BROWN,PIT BULL TERRIER,NURSING,HEALTHY,FERTILE,EUTH,38.8,0.0,Pure,Adult,Deny,Female,15301
BLACK,POODLE - MINIATURE,AGED,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,158.27,0.0,Pure,Senior,Deny,Female,15302
FAWN,MASTIFF,AGED,TREATABLE/MANAGEABLE,ALTERED,EUTH,98.7,0.0,Pure,Senior,Deny,Female,15303
BLACK,CHIHUAHUA - SMOOTH COATED,AGED,TREATABLE/MANAGEABLE,FERTILE,EUTH,206.97,0.0,Pure,Senior,Deny,Female,15304
BLACK,DACHSHUND,NORMAL,HEALTHY,FERTILE,TRANSFER,6.07,2.0,Two,Young,Deny,Female,15305
TRICOLOR,BEAGLE,NORMAL,HEALTHY,ALTERED,ADOPTION,40.2,-171.0,Pure,Adult,Take,Female,15306
CHOCOLATE,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,TRANSFER,36.53,28.0,Mix,Adult,Deny,Female,15307
BROWN,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,UNKNOWN,EUTH,1.53,26.0,Pure,Baby,Deny,Male,15308
BROWN BRINDLE,PATTERDALE TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,12.17,223.0,Pure,Young,Deny,Female,15309
