Name,Breed,Color,Sex,Size,DateOfBirth,IntakeDate,OutcomeDate,DaysinShelter,IntakeType,OutcomeType
HANK,CHIHUAHUA SH,TAN,Neutered,TOY,1/10/2007,1/10/2013,1/1/2014,92,OWNER SURRENDER,EUTHANIZE
JADEN,LABRADOR RETR/MIX,BLACK,Spayed,LARGE,12/22/2004,10/31/2016,11/26/2016,26,CONFISCATE,ADOPTION
TRAVIESA,GERM SH POINT,BROWN/WHITE,Spayed,MED,12/22/2015,11/18/2017,12/19/2017,31,STRAY,ADOPTION
ASHES,CHIHUAHUA SH,TRICOLOR,Male,SMALL,05/27/2005,08/14/2019,08/14/2019,0,STRAY,RETURN TO OWNER
ANNIE,CAROLINA DOG,BROWN,Spayed,MED,10/18/2016,11/25/2017,12/12/2017,17,ADOPTION RETURN,ADOPTION
SHINER,PIT BULL,TAN/WHITE,Neutered,LARGE,12/22/2012,11/9/2014,2/10/2014,21,STRAY,EUTHANIZE
MIKO,SIBERIAN HUSKY,WHITE,Male,MED,,9/1/2014,01/14/2014,5,CONFISCATE,RETURN TO OWNER
,FRENCH BULLDOG,FAWN,Unknown,SMALL,,02/17/2017,02/17/2017,0,STRAY,RETURN TO OWNER
MADISON,GERM SHEPHERD/POINTER,BROWN,Spayed,PUPPY,8/2/2016,7/4/2016,04/15/2016,8,OWNER SURRENDER,ADOPTION
FIONA,CHIHUAHUA SH,BLACK/TAN,Spayed,TOY,08/13/2016,2/1/2019,10/1/2019,8,STRAY,TRANSFER
PETUNIA,POODLE MIN,WHITE/GRAY,Female,SMALL,08/19/2013,08/21/2015,08/21/2015,0,STRAY,RETURN TO OWNER
*SPANKY,PARSON RUSS TER/MIX,WHITE/BROWN,Male,SMALL,06/27/2016,1/4/2017,04/28/2017,27,STRAY,TRANSFER
BEN,PARSON RUSS TER/CHIHUAHUA SH,BROWN/WHITE,Neutered,PUPPY,10/5/2018,3/8/2018,08/14/2018,11,OWNER SURRENDER,ADOPTION
TJ,AUST CATTLE DOG/MIX,BLACK/WHITE,Spayed,LARGE,7/10/2006,7/10/2016,7/10/2016,0,STRAY,RETURN TO OWNER
CHACA,GERM SHEPHERD/AUST KELPIE,BLACK/TAN,Spayed,LARGE,04/21/2014,10/21/2015,11/20/2015,30,OWNER SURRENDER,ADOPTION
SIERRA,CATAHOULA/MIX,GRAY,Female,MED,11/29/2016,5/9/2018,12/9/2018,7,OWNER SURRENDER,EUTHANIZE
TOASTY,PARSON RUSS TER/MIX,BROWN/WHITE,Unknown,SMALL,,01/27/2019,01/27/2019,0,STRAY,RETURN TO OWNER
*MAGIC,CHIHUAHUA SH,BLACK/WHITE,Neutered,SMALL,4/8/2013,09/26/2014,09/30/2014,4,TRANSFER,TRANSFER
BABY,CHIHUAHUA SH,WHITE,Spayed,TOY,,4/9/2019,6/9/2019,2,STRAY,RETURN TO OWNER
IZZY,LABRADOR RETR/MIX,BLACK,Spayed,MED,1/1/2004,9/7/2015,10/7/2015,1,STRAY,RETURN TO OWNER
*BART,MIN PINSCHER/MIX,BLACK/BROWN,Neutered,TOY,09/30/2013,09/30/2015,10/14/2015,14,STRAY,TRANSFER
ERNIE,CHIHUAHUA SH/PARSON RUSS TER,BLACK,Neutered,TOY,11/26/2014,10/28/2015,5/12/2015,38,OWNER SURRENDER,ADOPTION
LUTHER,CHOW CHOW/MIX,RED,Neutered,LARGE,12/26/2002,12/26/2014,12/26/2014,0,STRAY,RETURN TO OWNER
MANCHAS,CHIHUAHUA SH/MIX,WHITE/BLACK,Male,MED,02/28/2017,05/18/2019,05/21/2019,3,STRAY,RETURN TO OWNER
COOPER,GREAT DANE/MIX,BR BRINDLE/WHITE,Neutered,LARGE,09/17/2016,11/12/2017,12/15/2017,4,STRAY,RETURN TO OWNER
HEIDI,LABRADOR RETR,YELLOW,Spayed,LARGE,5/4/2008,2/8/2014,5/8/2014,3,STRAY,RETURN TO OWNER
MARY,PIT BULL,BR BRINDLE,Spayed,LARGE,12/22/2013,01/31/2018,01/31/2018,0,CONFISCATE,RETURN TO OWNER
CLARABELLA,CHIHUAHUA SH,TRICOLOR,Spayed,TOY,10/22/2008,12/4/2019,04/16/2019,4,CONFISCATE,RETURN TO OWNER
LUCY,GOLDEN RETR,GOLD,Spayed,LARGE,3/10/2008,12/1/2014,01/14/2014,2,CONFISCATE,RETURN TO OWNER
,LABRADOR RETR/MIX,BLACK,Female,LARGE,07/13/2007,07/13/2019,07/25/2019,12,STRAY,EUTHANIZE
MILO,PIT BULL,TAN,Neutered,PUPPY,5/10/2016,5/1/2017,5/1/2017,0,STRAY,RETURN TO OWNER
*ABBY,AUST SHEPHERD/MIX,BLACK/BROWN,Spayed,MED,02/18/2010,02/18/2014,5/3/2014,15,STRAY,ADOPTION
CASQUILLO,TR WALKER HOUND,TRICOLOR,Neutered,LARGE,07/20/2016,02/14/2018,03/28/2018,42,STRAY,ADOPTION
COCOLITO,BICHON FRISE/MIX,WHITE,Neutered,SMALL,07/31/2011,02/25/2017,3/3/2017,6,OWNER SURRENDER,TRANSFER
DOUG,PARSON RUSS TER/MIX,RED/WHITE,Neutered,TOY,12/21/2006,12/21/2013,02/26/2014,67,STRAY,ADOPTION
*LILY,PARSON RUSS TER/MIX,BLACK/WHITE,Spayed,PUPPY,8/1/2019,03/21/2019,04/25/2019,35,OWNER SURRENDER,ADOPTION
BUSTER,POODLE STND,BLACK,Neutered,LARGE,,05/29/2018,06/13/2018,15,CONFISCATE,RETURN TO OWNER
CAPTAIN ROCKY,GERM SHEPHERD,TAN/BLACK,Male,LARGE,,10/15/2018,10/16/2018,1,STRAY,RETURN TO OWNER
BUDDY,PARSON RUSS TER/MIX,BUFF/WHITE,Neutered,SMALL,1/6/2012,10/2/2018,10/2/2018,0,STRAY,RETURN TO OWNER
SHASTA,PIT BULL,GRAY/WHITE,Spayed,LARGE,01/30/2009,08/30/2016,08/31/2016,1,STRAY,RETURN TO OWNER
LOUIE,CHIHUAHUA SH,TAN,Neutered,SMALL,06/16/2007,05/29/2014,06/19/2014,21,TRANSFER,TRANSFER
JERSEY,POMERANIAN,BLACK,Male,TOY,06/14/2006,06/14/2016,06/15/2016,1,STRAY,RETURN TO OWNER
OSO,GERM SHEPHERD/MIX,BR BRINDLE,Neutered,MED,12/16/2009,01/18/2019,01/19/2019,1,CONFISCATE,RETURN TO OWNER
MILO,GERM SHEPHERD/STAFFORDSHIRE,TAN/BLACK,Neutered,LARGE,11/22/2016,11/22/2018,11/24/2018,2,STRAY,RETURN TO OWNER
MARCIE,LABRADOR RETR/MALTESE,BLACK/WHITE,Spayed,MED,8/5/2016,8/11/2016,11/19/2016,11,OWNER SURRENDER,ADOPTION
MILO,GOLDEN RETR/MIX,GOLD,Neutered,MED,02/24/2011,02/23/2015,02/24/2015,1,STRAY,RETURN TO OWNER
*BOSS,POODLE MIN,APRICOT,Neutered,SMALL,12/3/2013,5/3/2014,03/13/2014,8,STRAY,ADOPTION
SOOKI,PUG,TAN,Female,TOY,9/5/2010,12/1/2015,01/13/2015,1,STRAY,RETURN TO OWNER
DUSTY,LABRADOR RETR/MIX,BLACK/WHITE,Neutered,LARGE,9/3/2014,08/23/2016,4/10/2016,42,STRAY,ADOPTION
*MIMI,BOSTON TERRIER/MIX,BLACK/WHITE,Spayed,SMALL,12/28/2014,12/17/2016,12/29/2016,12,STRAY,ADOPTION
*RIDGE,AUST CATTLE DOG/MIX,BLACK/WHITE,Neutered,LARGE,2/4/2018,10/9/2019,7/10/2019,27,STRAY,TRANSFER
,CHIHUAHUA SH,TAN,Female,TOY,,09/25/2014,2/10/2014,7,STRAY,TRANSFER
HAILEY,PIT BULL,TAN,Spayed,LARGE,4/7/2009,10/3/2017,10/3/2017,0,STRAY,RETURN TO OWNER
BERNIE,BOUV FLANDRES,BLACK,Neutered,LARGE,6/1/2017,6/3/2018,6/3/2018,0,STRAY,RETURN TO OWNER
*RUSTY,DOBERMAN PINSCH,RED,Neutered,LARGE,10/8/2011,01/26/2016,02/20/2016,25,STRAY,ADOPTION
VADA,PIT BULL,TAN,Spayed,LARGE,1/4/2014,1/10/2014,3/10/2014,2,STRAY,RETURN TO OWNER
*ASHLEY,PIT BULL,GRAY/WHITE,Spayed,LARGE,02/18/2012,10/2/2014,7/3/2014,25,TRANSFER,TRANSFER
,GERM SHEPHERD/MIX,BLACK/TAN,Male,MED,01/27/2016,01/27/2017,4/2/2017,8,STRAY,EUTHANIZE
ARCHY,GERM SHEPHERD,BLACK/BROWN,Neutered,LARGE,6/7/2013,09/13/2015,09/22/2015,9,QUARANTINE,RETURN TO OWNER
BARLEY,CATAHOULA,BRN MERLE,Female,MED,8/2/2009,8/2/2018,8/2/2018,0,STRAY,RETURN TO OWNER
DUCKIE,CHIHUAHUA SH/MIX,WHITE/BLACK,Female,SMALL,09/24/2011,09/23/2015,09/24/2015,1,STRAY,RETURN TO OWNER
DAISY,QUEENSLAND HEEL,RED,Female,MED,7/2/2011,08/24/2016,11/18/2016,86,CONFISCATE,TRANSFER
*HILDE,AUST CATTLE DOG,BLUE MERLE,Spayed,SMALL,9/10/2018,09/24/2019,10/10/2019,16,STRAY,TRANSFER
CALICO SPARKY,SHETLD SHEEPDOG/MIX,RED/BLACK,Neutered,MED,6/3/2007,02/25/2014,7/3/2014,10,STRAY,ADOPTION
JOE,LABRADOR RETR,AGOUTI,Neutered,LARGE,02/14/2015,9/6/2016,10/6/2016,1,STRAY,RETURN TO OWNER
BLU,PIT BULL,BLACK/WHITE,Neutered,LARGE,01/15/2018,01/14/2019,01/14/2019,0,STRAY,RETURN TO OWNER
DIBBS,TIBETAN TERR/WELSH CORGI CAR,BLACK/WHITE,Neutered,MED,07/20/2010,11/6/2014,06/24/2014,13,OWNER SURRENDER,EUTHANIZE
NEEMO,BORDER COLLIE,BLACK/WHITE,Neutered,LARGE,10/28/2013,03/28/2017,03/28/2017,0,STRAY,RETURN TO OWNER
BISON,PIT BULL/MIX,WHITE/BLUE,Neutered,PUPPY,4/7/2015,09/22/2015,09/22/2015,0,STRAY,RETURN TO OWNER
GOOSE,VIZSLA,TAN,Spayed,SMALL,,07/16/2015,07/18/2015,2,CONFISCATE,RETURN TO OWNER
,PIT BULL,WHITE/RED,Male,LARGE,,06/30/2017,10/8/2017,41,STRAY,EUTHANIZE
MR. B,BORDER COLLIE,BROWN/WHITE,Neutered,MED,12/17/1999,09/13/2017,09/15/2017,2,STRAY,RETURN TO OWNER
CAPONE,COCKER SPAN,BLACK,Neutered,MED,2/4/2011,01/29/2015,01/30/2015,1,STRAY,RETURN TO OWNER
BOO,BORDER COLLIE/MIX,BLACK/BROWN,Neutered,LARGE,5/1/2007,11/24/2018,11/12/2018,17,CONFISCATE,RETURN TO OWNER
,DACHSHUND,BLACK/BROWN,Unknown,SMALL,,10/9/2018,09/14/2018,4,CONFISCATE,RETURN TO OWNER
BOOMER,GERM SHEPHERD/PIT BULL,RED,Male,LARGE,01/29/2018,12/26/2018,12/29/2018,3,CONFISCATE,RETURN TO OWNER
,CHOW CHOW,BLACK,Male,MED,,5/8/2016,08/18/2016,13,STRAY,EUTHANIZE
GORDY,PARSON RUSS TER,TRICOLOR,Neutered,MED,8/5/2009,06/16/2018,06/25/2018,9,OWNER SURRENDER,TRANSFER
,GERM SHEPHERD,YELLOW,Male,LARGE,11/14/2017,12/6/2018,06/19/2018,7,STRAY,EUTHANIZE
DIEGO,GERM SHEPHERD/MIX,TAN,Neutered,LARGE,11/25/2009,11/25/2017,8/12/2017,13,STRAY,RETURN TO OWNER
,CHIHUAHUA SH/MIX,BLACK/WHITE,Male,SMALL,3/8/2013,07/19/2016,08/30/2016,42,STRAY,EUTHANIZE
URSULA,GERM SHEPHERD/MIX,BLACK/BROWN,Spayed,PUPPY,09/22/2014,12/22/2014,6/1/2015,15,STRAY,ADOPTION
OSO,SIBERIAN HUSKY/PIT BULL,BLACK/WHITE,Neutered,LARGE,11/29/2016,08/15/2017,09/26/2017,42,STRAY,TRANSFER
SU,CHIHUAHUA SH,BROWN,Spayed,TOY,10/20/2017,06/26/2018,12/7/2018,16,OWNER SURRENDER,TRANSFER
JACKSON,SCHNAUZER MIN,BLACK/SILVER,Neutered,SMALL,12/30/2013,06/30/2015,9/7/2015,9,STRAY,ADOPTION
*CARLY,LABRADOR RETR,BLACK,Spayed,LARGE,03/25/2013,01/31/2015,04/14/2015,73,STRAY,EUTHANIZE
SHAMUS,AUST SHEPHERD/MIX,TRICOLOR,Male,MED,12/13/2003,12/17/2014,12/20/2014,3,CONFISCATE,RETURN TO OWNER
X,LABRADOR RETR/MIX,BLACK/WHITE,Male,PUPPY,05/17/2016,08/16/2016,08/17/2016,1,STRAY,RETURN TO OWNER
TIMMY,CHIHUAHUA LH/MIX,BLACK/BROWN,Neutered,TOY,12/28/2007,05/22/2014,05/31/2014,9,OWNER SURRENDER,ADOPTION
HAPPY,CHIHUAHUA SH,TAN,Neutered,TOY,9/10/2014,9/4/2016,04/13/2016,4,OWNER SURRENDER,ADOPTION
STEELE,SIBERIAN HUSKY,UNKNOWN,Male,MED,,01/14/2019,01/14/2019,0,STRAY,RETURN TO OWNER
KING MIDAS,LABRADOR RETR,BLACK,Neutered,MED,,06/17/2017,06/17/2017,0,CONFISCATE,RETURN TO OWNER
BLANCA,CHIHUAHUA SH,TAN,Female,SMALL,05/22/2007,05/21/2018,05/22/2018,1,STRAY,RETURN TO OWNER
LOBO,GERM SHEPHERD,TAN/BLACK,Male,LARGE,2/11/2018,1/7/2019,2/7/2019,1,STRAY,RETURN TO OWNER
LUNA,AUST CATTLE DOG/MIX,BR BRINDLE,Spayed,MED,06/16/2016,5/9/2019,09/20/2019,15,STRAY,TRANSFER
GUENNIVERE,AKITA,WHITE,Female,LARGE,05/26/2006,05/24/2017,05/26/2017,2,STRAY,RETURN TO OWNER
*BOB,FOX TERR SMOOTH,WHITE/BLACK,Neutered,SMALL,10/10/2008,10/10/2014,11/23/2014,44,STRAY,TRANSFER
,PIT BULL,WHITE,Male,LARGE,1/7/2012,1/7/2016,07/14/2016,13,STRAY,EUTHANIZE
PARIS,SCOT TERRIER,WHITE/WHITE,Female,SMALL,10/6/2004,10/6/2014,10/6/2014,0,STRAY,RETURN TO OWNER
REX,AUST CATTLE DOG/MIX,TRICOLOR,Neutered,LARGE,08/15/2006,04/29/2014,08/27/2014,120,STRAY,ADOPTION
STARBUCK,LABRADOR RETR/MIX,BLACK,Spayed,LARGE,09/19/2009,01/23/2017,01/24/2017,1,STRAY,RETURN TO OWNER
,TIBETAN TERR/MIX,BLACK/BROWN,Female,MED,,12/11/2017,1/12/2017,19,STRAY,TRANSFER
DOZER,LABRADOR RETR,BLACK,Male,LARGE,7/1/2004,06/15/2017,06/17/2017,2,CONFISCATE,RETURN TO OWNER
GIZMO,BASSET HOUND/MIX,WHITE/TAN,Neutered,MED,2/1/2013,12/24/2013,3/1/2014,10,TRANSFER,ADOPTION
*BEN,GERM SHEPHERD/ROTTWEILER,BLACK/TAN,Male,MED,06/13/2015,05/25/2017,07/14/2017,50,STRAY,EUTHANIZE
DAISY D,ENG COONHOUND,TRICOLOR,Female,MED,,06/26/2016,06/29/2016,3,CONFISCATE,RETURN TO OWNER
JAKE,LABRADOR RETR/GREAT PYRENEES,BLACK/WHITE,Neutered,X-LRG,,1/3/2019,2/3/2019,1,STRAY,RETURN TO OWNER
CHEWY,CHIHUAHUA SH/MIX,WHITE/BROWN,Neutered,SMALL,10/5/2004,11/10/2014,11/10/2014,0,STRAY,RETURN TO OWNER
,PIT BULL,WHITE/BLUE,Male,PUPPY,5/6/2014,1/7/2014,3/7/2014,2,CONFISCATE,RETURN TO OWNER
KIMURA,PIT BULL,BLUE,Spayed,SMALL,2/8/2012,02/29/2016,02/29/2016,0,STRAY,RETURN TO OWNER
ROCKY,PIT BULL/MIX,BROWN/WHITE,Male,MED,05/16/2017,11/4/2018,12/4/2018,1,STRAY,RETURN TO OWNER
PEPPER,PIT BULL/MIX,BLACK/WHITE,Spayed,LARGE,10/14/2010,10/14/2014,10/21/2015,372,STRAY,ADOPTION
,CHIHUAHUA SH/MIX,BROWN,Female,TOY,,11/4/2016,11/4/2016,0,STRAY,EUTHANIZE
,GREAT PYRENEES,WHITE,Neutered,LARGE,,1/8/2017,4/8/2017,3,STRAY,TRANSFER
RAMBO,PIT BULL,TAN/WHITE,Neutered,MED,03/27/2013,09/27/2014,4/10/2014,7,STRAY,RETURN TO OWNER
,SIBERIAN HUSKY/MIX,TAN,Female,MED,6/12/2016,6/10/2017,12/10/2017,6,STRAY,TRANSFER
*KATIE,CHIHUAHUA LH/MIX,CREAM,Spayed,SMALL,06/14/2018,02/14/2019,4/3/2019,18,STRAY,TRANSFER
NEPHI,LABRADOR RETR/MIX,BLACK/WHITE,Neutered,LARGE,,7/4/2017,7/4/2017,0,STRAY,RETURN TO OWNER
,BORDER COLLIE/MIX,BLACK/WHITE,Unknown,SMALL,,03/13/2019,03/13/2019,0,STRAY,DISPOSAL
JACK,PARSON RUSS TER/MIX,WHITE,Neutered,SMALL,03/26/2013,09/26/2014,10/21/2014,25,STRAY,ADOPTION
KIRRAH,GERM SHEPHERD,BROWN/BLACK,Female,LARGE,11/28/2014,11/28/2017,11/29/2017,1,CONFISCATE,RETURN TO OWNER
VIOLET,PIT BULL,WHITE/GRAY,Spayed,LARGE,8/7/2014,8/7/2015,08/15/2015,38,STRAY,ADOPTION
DBO/ZEUS,PIT BULL/BULLMASTIFF,BLUE/WHITE,Neutered,MED,09/14/2012,12/30/2014,12/30/2014,0,STRAY,RETURN TO OWNER
,AKITA/GERM SHEPHERD,TAN/BLACK,Male,LARGE,,03/30/2015,9/4/2015,10,STRAY,EUTHANIZE
CASSIE,WELSH CORGI PEM,TRICOLOR,Spayed,SMALL,05/19/2009,11/17/2018,11/17/2018,0,STRAY,RETURN TO OWNER
RAGS,PIT BULL,TAN/WHITE,Neutered,MED,,09/19/2019,09/21/2019,2,CONFISCATE,RETURN TO OWNER
JESSIE,AUST SHEPHERD,TRICOLOR,Neutered,MED,11/7/2012,05/17/2016,05/17/2016,0,STRAY,RETURN TO OWNER
*WAFER,CHIHUAHUA SH/MIX,CREAM,Male,SMALL,,07/25/2019,8/8/2019,14,STRAY,TRANSFER
DUKE,LABRADOR RETR/MIX,BLACK,Neutered,MED,04/25/2011,2/1/2014,2/1/2014,0,STRAY,RETURN TO OWNER
KAIA,PIT BULL,FAWN,Spayed,MED,8/9/2009,6/9/2015,8/9/2015,2,CONFISCATE,RETURN TO OWNER
ZORA,GERM SHEPHERD/MIX,TRICOLOR,Spayed,MED,4/6/2009,8/7/2014,07/30/2014,22,STRAY,ADOPTION
SMOKEY,BELG MALINOIS,TAN/BLACK,Neutered,LARGE,11/6/2013,5/7/2016,5/7/2016,0,STRAY,RETURN TO OWNER
,GERM SHEPHERD,TAN/BLACK,Female,LARGE,12/4/2010,7/4/2014,9/5/2014,32,STRAY,EUTHANIZE
,PIT BULL,BLACK/WHITE,Male,PUPPY,,04/22/2019,04/29/2019,7,STRAY,TRANSFER
*DINAH,PIT BULL,GRAY/WHITE,Spayed,LARGE,03/23/2014,08/24/2016,11/15/2016,83,STRAY,ADOPTION
,GERM SHEPHERD,BROWN,Male,LARGE,,8/4/2016,05/24/2016,46,STRAY,EUTHANIZE
ROXY,CHIHUAHUA LH,RED,Spayed,TOY,09/16/2012,5/2/2015,10/2/2015,5,OWNER SURRENDER,ADOPTION
GRU,FRENCH BULLDOG,BR BRINDLE,Male,SMALL,,01/25/2016,01/26/2016,1,STRAY,RETURN TO OWNER
WILLIE,BORDER COLLIE,WHITE/RED,Neutered,LARGE,12/20/2017,4/12/2018,10/1/2019,37,STRAY,ADOPTION
JOY,SHIH TZU/MIX,BROWN/WHITE,Spayed,SMALL,06/29/2001,06/28/2016,06/29/2016,1,STRAY,RETURN TO OWNER
*OWEN,PIT BULL/MIX,WHITE/BR BRINDLE,Neutered,LARGE,5/6/2013,5/12/2014,1/5/2015,147,STRAY,ADOPTION
SIRIUS,SIBERIAN HUSKY/MIX,WHITE/BROWN,Neutered,MED,02/15/2004,5/7/2015,7/7/2015,2,STRAY,RETURN TO OWNER
*BINKY,CHIHUAHUA SH,WHITE,Neutered,TOY,,05/16/2014,05/29/2014,13,STRAY,ADOPTION
*VIOLET,PIT BULL/MIX,BLUE/WHITE,Female,MED,,12/12/2014,8/1/2015,27,STRAY,EUTHANIZE
QUINCY,BORDER COLLIE,BLACK/WHITE,Spayed,MED,08/20/2005,02/24/2016,02/24/2016,0,STRAY,RETURN TO OWNER
ROCKY,GERM SH POINT/PIT BULL,BROWN/WHITE,Neutered,LARGE,03/26/2011,08/20/2015,08/22/2015,2,STRAY,RETURN TO OWNER
KHLOE,PIT BULL,BLUE/WHITE,Spayed,MED,9/10/2012,08/31/2013,04/14/2014,226,STRAY,EUTHANIZE
ROSIE,PIT BULL,RED,Spayed,LARGE,5/9/2011,07/25/2015,12/9/2015,49,STRAY,ADOPTION
,CHIHUAHUA SH/MIX,WHITE/BROWN,Male,SMALL,,5/9/2019,09/16/2019,11,STRAY,EUTHANIZE
SPIKE,BORDER COLLIE/BOXER,BLACK/WHITE,Male,MED,10/6/2013,09/15/2015,09/15/2015,0,STRAY,RETURN TO OWNER
CHARLIE,GERM SHEPHERD,TAN/BLACK,Neutered,LARGE,10/14/2017,06/14/2018,6/7/2018,22,OWNER SURRENDER,ADOPTION
MAX,BOXER/MIX,BROWN/WHITE,Neutered,MED,12/15/2003,09/18/2015,09/29/2015,11,STRAY,EUTHANIZE
,IRISH SETTER/MIX,BROWN/BROWN,Female,LARGE,,1/12/2014,12/13/2014,12,STRAY,TRANSFER
BO,LABRADOR RETR,BLACK,Neutered,MED,3/9/2010,08/21/2015,08/22/2015,1,STRAY,RETURN TO OWNER
LULU,PIT BULL,BR BRINDLE/WHITE,Spayed,MED,08/30/2014,12/8/2016,1/9/2016,20,STRAY,ADOPTION
CASEY,AUST CATTLE DOG/MIX,BROWN/WHITE,Female,LARGE,11/8/2010,11/8/2015,1/9/2015,21,OWNER SURRENDER,EUTHANIZE
LILY,GOLDEN RETR/ROTTWEILER,BLACK,Spayed,LARGE,1/6/2014,11/2/2018,11/2/2018,0,STRAY,RETURN TO OWNER
SNOWBALL,WELSH CORGI CAR/MIX,BLACK/WHITE,Spayed,MED,11/9/2015,04/19/2018,04/20/2018,1,STRAY,RETURN TO OWNER
ROSITA,SCHNAUZER MIN,GRAY,Spayed,SMALL,12/31/2009,12/28/2015,12/31/2015,3,STRAY,RETURN TO OWNER
MAVERICK,AUST CATTLE DOG,BROWN/WHITE,Male,MED,10/9/2018,10/9/2019,10/9/2019,0,STRAY,RETURN TO OWNER
*CATNISS,DACHSHUND/CHIHUAHUA SH,BROWN/TAN,Spayed,SMALL,06/21/2014,11/6/2016,06/29/2016,18,STRAY,ADOPTION
*JOHNNY,PATTERDALE TERR/MIX,TAN,Neutered,SMALL,5/3/2013,5/8/2014,09/30/2014,56,STRAY,ADOPTION
SPARKY,GERM SHEPHERD,BLACK/TAN,Male,LARGE,11/25/2014,05/25/2016,05/26/2016,1,STRAY,RETURN TO OWNER
*KANSAS,DUTCH SHEPHERD/MIX,BR BRINDLE/WHITE,Neutered,LARGE,3/8/2013,01/24/2015,5/8/2015,193,STRAY,ADOPTION
*DUKE,TIBETAN SPAN/CHIHUAHUA LH,BROWN/WHITE,Neutered,SMALL,9/2/2012,3/2/2015,11/2/2015,8,STRAY,ADOPTION
LADY,PARSON RUSS TER,BROWN/WHITE,Spayed,MED,2/12/2005,1/5/2017,4/5/2017,3,STRAY,RETURN TO OWNER
,POODLE MIN/MIX,WHITE/BLACK,Female,SMALL,08/14/2011,08/14/2014,3/9/2014,20,STRAY,EUTHANIZE
MAGGIE,LABRADOR RETR/MIX,BLACK/WHITE,Spayed,MED,09/13/2015,07/27/2016,08/13/2016,17,STRAY,ADOPTION
,PIT BULL,BLUE/WHITE,Male,LARGE,05/21/2009,05/18/2018,06/19/2018,32,STRAY,EUTHANIZE
*ROSCOE,AUST KELPIE/MIX,BLACK/TAN,Neutered,LARGE,06/25/2006,06/25/2014,08/23/2014,59,STRAY,ADOPTION
PUPPY,POODLE MIN,WHITE,Spayed,SMALL,11/21/2013,10/5/2015,05/22/2015,12,STRAY,ADOPTION
GINGER,BEAGLE,BROWN/WHITE,Spayed,LARGE,08/28/2006,6/8/2014,08/24/2014,18,OWNER SURRENDER,TRANSFER
FRANKIE,MASTIFF,TAN,Female,LARGE,,05/27/2018,06/15/2018,19,CONFISCATE,RETURN TO OWNER
BOULDER,DOBERMAN PINSCH,BLACK/BROWN,Male,LARGE,06/15/2014,10/4/2019,04/20/2019,10,QUARANTINE,RETURN TO OWNER
GOOSE,VIZSLA,TAN,Spayed,SMALL,,8/9/2015,09/29/2015,21,STRAY,EUTHANIZE
,PIT BULL/LABRADOR RETR,BROWN/WHITE,Female,MED,02/13/2013,02/13/2015,02/23/2015,10,STRAY,EUTHANIZE
PUP,RHOD RIDGEBACK/MIX,BROWN,Neutered,LARGE,9/8/2013,11/24/2015,11/25/2015,1,STRAY,RETURN TO OWNER
BRUTUS,GERM SHEPHERD,TAN/BLACK,Neutered,LARGE,12/30/2008,09/30/2015,1/10/2015,1,STRAY,RETURN TO OWNER
LILY,LABRADOR RETR,CHOCOLATE,Spayed,LARGE,6/2/2011,7/12/2016,3/1/2017,27,STRAY,ADOPTION
SISSY,CATAHOULA/QUEENSLAND HEEL,WHITE/BROWN,Female,MED,11/15/2016,11/15/2017,11/16/2017,1,STRAY,RETURN TO OWNER
MOOSE,MAREMMA SHEEPDG,WHITE,Neutered,LARGE,2/12/2014,4/12/2017,5/12/2017,1,STRAY,RETURN TO OWNER
SADIE,DOBERMAN PINSCH,RED,Spayed,LARGE,01/30/2008,1/11/2016,2/11/2016,1,CONFISCATE,RETURN TO OWNER
OSCAR,CATAHOULA/BULLDOG,GRAY/BLACK,Male,PUPPY,09/15/2015,5/12/2015,8/12/2015,3,STRAY,RETURN TO OWNER
JENNY,MALTESE/MIX,CREAM/WHITE,Spayed,SMALL,1/10/2011,07/31/2018,1/8/2018,1,STRAY,RETURN TO OWNER
BELLA,PIT BULL,BLUE/WHITE,Spayed,MED,6/9/2010,2/9/2017,12/10/2017,40,STRAY,EUTHANIZE
CHAMP,GERM SHEPHERD,TAN/BLACK,Neutered,MED,3/8/2015,3/8/2018,10/27/2018,85,CONFISCATE,TRANSFER
JASMINE,AUST SHEPHERD/MIX,BROWN,Spayed,PUPPY,1/8/2015,10/16/2015,11/19/2015,34,STRAY,ADOPTION
CHOLO,CHIHUAHUA SH/POODLE MIN,BLACK/WHITE,Neutered,SMALL,06/20/2014,03/18/2015,2/4/2015,15,OWNER SURRENDER,TRANSFER
PIPER,PIT BULL/MIX,BR BRINDLE/WHITE,Spayed,LARGE,05/17/2001,05/17/2016,05/21/2016,4,CONFISCATE,RETURN TO OWNER
BUDDY,CHIHUAHUA SH,TAN,Neutered,SMALL,1/12/2012,10/16/2017,10/19/2017,3,STRAY,RETURN TO OWNER
ZOEY,LABRADOR RETR,YELLOW,Female,LARGE,07/26/2015,07/26/2017,07/27/2017,1,STRAY,RETURN TO OWNER
TIGER,PIT BULL,BL BRINDLE/WHITE,Neutered,LARGE,1/9/2013,10/1/2019,10/1/2019,0,STRAY,RETURN TO OWNER
HEINEKEN,GOLDEN RETR,GOLD,Unknown,MED,1/5/2009,08/31/2018,08/31/2018,0,STRAY,RETURN TO OWNER
*VICKI,GERM SHEPHERD,BLACK/BROWN,Spayed,LARGE,04/13/2018,5/2/2019,02/14/2019,9,STRAY,ADOPTION
GIRL,PIT BULL,BLUE,Female,MED,12/21/2012,03/28/2015,04/13/2015,16,STRAY,EUTHANIZE
